learn_rate,num_hidden_nodes,weight_range,beta,c,error
2.25,11,2,480,400,0.168209663
2,11,2,400,400,0.1682177
2.375,9,2.5,400,440,0.168280603
2.25,11,2.375,420,420,0.168295004
2.25,14,2.25,260,260,0.168296215
2.5,11,2,420,400,0.168299075
2.125,11,2.25,440,440,0.168310569
2.5,8,2.125,400,440,0.168333899
2,9,2.125,480,440,0.168344613
2.375,10,2.375,420,400,0.168349548
2.5,11,2.25,440,440,0.168366862
2.375,8,2.125,400,440,0.168397202
2.375,11,2.5,400,440,0.168415368
2,10,2,440,420,0.168418098
2.375,9,2.125,440,420,0.168431589
2.125,9,2.125,400,460,0.168435483
2,8,2.125,400,480,0.168442178
1.5,12,2.25,100,340,0.168448537
2.5,11,2.5,480,480,0.168470703
2.5,10,2.375,440,460,0.168478974
2.25,9,2.5,420,460,0.168487134
1.5,12,2,340,340,0.168487944
2,9,2.125,400,460,0.168543559
2.5,11,2.125,440,440,0.168557188
2.25,6,2.5,180,180,0.16856382
2,10,2,480,460,0.168568788
1.75,8,2.25,100,180,0.168575039
2.25,9,2.125,400,460,0.168587064
2.5,9,2.125,460,420,0.168600298
2,9,2.375,480,440,0.168610618
2.5,11,2.375,420,400,0.168656824
2,10,2,260,420,0.168688573
2.25,11,2,420,480,0.168726867
2.25,9,2.125,440,420,0.168750658
2.5,10,2.125,460,480,0.168788192
2.5,11,2,480,460,0.168788551
2.375,11,2,480,400,0.168807557
2.25,10,2,460,460,0.16884652
2.375,9,2.125,400,440,0.16887489
1.75,6,2.5,340,100,0.168938889
2,10,2,100,260,0.168953581
2.375,11,2.5,480,480,0.168971208
2.5,11,2,480,480,0.169019033
2,9,2,420,420,0.169090094
2.5,6,2.5,180,340,0.169101539
2.25,9,2.125,460,440,0.169107264
2,10,2,440,460,0.169111083
1.75,10,2.5,180,100,0.169118386
1.75,8,2.5,420,420,0.169164138
2.375,10,2,480,480,0.169187717
2.25,8,2.5,420,400,0.169230824
2.5,11,2,440,440,0.16927137
2.25,10,2.125,400,440,0.169273815
2.375,11,2.375,460,440,0.169312556
2.5,11,2,440,420,0.169321281
2.125,8,2.125,480,460,0.16935063
1.5,8,2.25,100,420,0.169390985
2.375,9,2.5,420,420,0.169466976
2.375,8,2.125,400,480,0.169468567
2.25,8,2.25,340,180,0.169504343
2.125,11,2,420,460,0.169516653
2.5,11,2,480,400,0.169546099
2,9,2,480,440,0.169575142
2,9,2.125,420,440,0.169602587
2.25,10,2,260,340,0.169621689
2.375,8,2.375,420,400,0.169621928
2.5,6,2.5,420,340,0.169640986
2.375,10,2,460,460,0.16964401
2,11,2.375,460,400,0.16965824
2,11,2.125,460,460,0.169686174
2.125,8,2.125,460,480,0.169687493
2.125,11,2.5,480,440,0.169693183
2.5,8,2.125,400,400,0.16970099
1.5,10,2.25,340,180,0.169721346
2.5,14,2.25,340,340,0.169748502
2.125,9,2.125,460,440,0.169763158
2,14,2,180,420,0.169769237
1.75,12,2,100,340,0.169769935
2.5,11,2,460,400,0.169771311
2.25,11,2.375,420,400,0.169799109
2.125,9,2,420,420,0.169799914
2.375,8,2.125,400,400,0.169809491
2.5,11,2.5,480,440,0.169907366
2.25,8,2.125,460,400,0.169933601
2.25,12,2.5,420,420,0.169992308
1.75,8,2.5,100,340,0.170024784
2,8,2.125,420,460,0.170049283
2.5,8,2.125,460,480,0.170095699
2.25,11,2,460,460,0.170099563
2.5,10,2,180,420,0.170099843
2.125,9,2,480,440,0.170108643
2.375,10,2,440,480,0.170134446
2.5,11,2.5,480,460,0.170150672
2.125,9,2.125,440,420,0.170170742
2.25,6,2.25,260,420,0.170223701
2,10,2,420,420,0.17026913
2,11,2.5,400,440,0.170290061
2,6,2.5,180,100,0.170293177
1.5,10,2,420,420,0.170317718
2.125,8,2.125,400,420,0.170335557
1.5,10,2.25,180,340,0.170364772
2.25,10,2.125,460,460,0.170371028
2.25,11,2.375,440,400,0.170394037
2.5,11,2.375,420,420,0.170456542
2.375,10,2.125,460,480,0.170457154
2.375,8,2.125,460,400,0.170459632
1.5,10,2.25,260,260,0.170490834
1.75,6,2.5,340,260,0.170508464
2.25,10,2,180,260,0.170549324
2,11,2.5,420,420,0.170562233
2.5,14,2.25,100,340,0.17056984
2.5,10,2.125,400,440,0.170585973
2.375,11,2.375,440,400,0.17058631
2.5,9,2.125,440,420,0.170590911
2.5,10,2,420,440,0.170599365
2.5,12,2.25,420,180,0.170614973
2,10,2.125,460,460,0.17062317
2.125,8,2.125,460,400,0.170655616
2.5,11,2.375,460,400,0.170665105
2,8,2.125,460,400,0.170708618
2.125,10,2,480,460,0.170731213
2.5,8,2.375,420,400,0.170733388
2.5,9,2.125,460,440,0.170741162
2.5,12,2.25,340,420,0.170753068
2.125,9,2.5,440,460,0.170754448
2,10,2.5,480,460,0.170764487
2.375,9,2.125,460,440,0.17080622
2,8,2.25,400,460,0.170807551
2.25,8,2.125,460,480,0.170819071
2.5,9,2.125,460,480,0.170848729
2.375,11,2.375,420,400,0.170853134
2.25,8,2.125,480,460,0.17087192
2.375,11,2,400,440,0.170903469
2.375,10,2,420,440,0.170903634
2.25,6,2.5,180,420,0.170908214
2.375,8,2.125,400,420,0.170908974
2.125,9,2.5,420,460,0.170915479
2,10,2,440,440,0.170962126
2,10,2.5,440,400,0.170969076
2,9,2.125,460,440,0.1709981
2.5,11,2.25,480,420,0.171020502
2.5,11,2.25,400,480,0.171030574
2.5,8,2.5,440,420,0.171034678
2.25,8,2.5,400,460,0.171057557
2.125,11,2.375,460,440,0.171058196
2,8,2.125,440,400,0.171069902
2.375,10,2.125,400,440,0.171181573
2.25,12,2,260,340,0.171210136
2.25,12,2.25,180,260,0.171237667
2.5,8,2.125,440,480,0.171256016
1.5,8,2.25,340,340,0.171259683
2.5,11,2.375,460,440,0.171265434
2.375,8,2.125,460,480,0.171268583
1.5,12,2,100,340,0.171339147
2.25,14,2,340,420,0.171366884
2.25,11,2.5,480,480,0.171390886
2.25,9,2.125,480,440,0.17145321
2.375,8,2.125,480,420,0.171453966
1.5,12,2.25,340,180,0.171488445
2.25,10,2.375,420,400,0.171499449
1.5,8,2.5,420,260,0.171512819
1.75,6,2.5,100,100,0.171521343
2.125,11,2.125,460,420,0.171569486
2.125,8,2,480,400,0.171591587
2,10,2,420,340,0.171596371
2.5,8,2.125,400,480,0.171604451
2.25,6,2.5,260,180,0.171638287
2.375,10,2.125,460,460,0.171694449
1.5,14,2.25,340,340,0.171742992
1.5,6,2.5,100,260,0.17174372
2.5,8,2.25,460,400,0.17177242
2.375,9,2.25,420,440,0.171780807
1.75,6,2.5,100,420,0.171808885
2,10,2.5,100,340,0.171821082
2.125,10,2.125,460,460,0.171829697
2.375,10,2,400,400,0.171849198
2.25,8,2.25,460,400,0.171872524
2,12,2,340,260,0.171875519
2.5,11,2,460,420,0.171878875
2.25,9,2.125,460,400,0.171890824
2.25,10,2,420,440,0.171893825
2.125,11,2.5,420,480,0.171899726
2.5,9,2.5,460,460,0.171915281
2.375,8,2.5,440,400,0.171928648
2.375,11,2.5,480,460,0.171932526
2.125,9,2.25,460,460,0.171933634
2.5,9,2.125,460,400,0.171973412
2.5,8,2.5,440,400,0.171987563
2.125,9,2.125,420,440,0.171996746
2.5,6,2.25,260,420,0.17199686
2.125,10,2.125,440,440,0.172014154
1.75,6,2.5,100,180,0.172018902
2.5,9,2.125,400,460,0.17203431
2.375,9,2.5,420,460,0.172058446
2.375,11,2.25,440,440,0.172059993
2.5,11,2.375,440,400,0.172061047
2,12,2.25,180,180,0.172077537
2,8,2.5,100,180,0.172096041
2.5,11,2.5,400,440,0.172181741
2,12,2,340,340,0.172205142
2,10,2.5,340,340,0.172208486
2.5,10,2,460,460,0.17224406
2.5,10,2,480,480,0.172254165
2.5,10,2,440,480,0.172314396
2.5,9,2.125,420,440,0.172330723
2,8,2.125,440,480,0.172331618
2,8,2.125,480,460,0.172341189
2.25,11,2.375,460,440,0.172449883
2,11,2.5,400,420,0.172463718
2,11,2,440,400,0.172467777
1.75,6,2.5,420,180,0.172484904
2.125,10,2,440,460,0.17251634
2.5,10,2.375,420,400,0.172518298
2.125,8,2.125,420,460,0.172519816
2.375,8,2.5,420,440,0.172553731
2.5,10,2,440,420,0.172558385
1.5,14,2,260,260,0.172591179
1.75,14,2,420,260,0.172593581
2.25,12,2,260,260,0.17259492
2.125,11,2,420,420,0.172636417
2.25,14,2,420,420,0.172646366
2.25,11,2,420,460,0.172647032
2.25,8,2.25,100,180,0.172648856
1.75,12,2.25,180,180,0.172672303
2.5,9,2.25,420,440,0.172681104
1.5,8,2.25,420,340,0.172689955
2.5,10,2.5,260,340,0.172710564
1.75,8,2.5,260,260,0.1727215
2.125,10,2,420,440,0.17272518
2.25,9,2.125,420,440,0.172725794
2.25,9,2.5,420,420,0.172726559
2.25,8,2.25,400,460,0.172737331
2.125,8,2.25,400,460,0.172737387
1.5,8,2.25,180,340,0.172738403
2.5,8,2.25,400,460,0.172745132
2,10,2.5,420,180,0.17276078
2.125,10,2,400,460,0.172780198
2.25,9,2.5,400,440,0.172797562
2.5,8,2.5,100,100,0.172823687
2.375,9,2.125,420,440,0.172895404
2,10,2.5,340,260,0.173091327
2.375,8,2.125,440,480,0.173092112
2,11,2.125,460,420,0.173100485
2.125,8,2.25,400,480,0.173123523
2.5,10,2.25,480,400,0.173145896
2.375,8,2.125,440,460,0.173150055
2.25,6,2.5,180,340,0.173255793
2,11,2,440,460,0.173257299
2.375,11,2.25,460,460,0.173280972
2.25,8,2.375,420,400,0.173308091
1.5,10,2.5,420,420,0.173319892
2,10,2.125,440,440,0.173355303
2.375,8,2.25,400,460,0.173358694
2.25,8,2.125,420,460,0.173370906
2.375,11,2,420,460,0.173424396
2.25,10,2.25,100,180,0.173440666
2.375,8,2.125,420,460,0.173486491
2.125,11,2.25,460,460,0.173490027
2.125,9,2.25,420,440,0.173517277
2.125,8,2.375,420,400,0.173554446
2.375,11,2.375,460,400,0.17356768
2,10,2.375,480,460,0.173585112
2.375,10,2.5,400,420,0.173588904
2.375,8,2.25,460,400,0.173702201
2.25,11,2,420,420,0.17372078
2,10,2,400,460,0.173794061
2.25,11,2.25,460,460,0.173803611
2.25,8,2.125,440,460,0.173845889
2.5,10,2,100,340,0.173873257
2.375,9,2.125,460,400,0.173926952
2.25,10,2.5,260,340,0.174016383
2.25,12,2,100,420,0.174084496
2.375,8,2.125,480,460,0.174250992
2.125,11,2.375,440,400,0.174255527
2.5,8,2.125,460,400,0.174261367
1.5,14,2,100,260,0.174293654
1.75,6,2.25,260,420,0.174333931
1.5,8,2.25,260,260,0.1743469
2.5,8,2.125,400,420,0.174364855
2.25,11,2.5,480,460,0.174375008
2,9,2.5,440,480,0.174392481
2.25,8,2.375,400,460,0.174427099
2.5,11,2,400,440,0.174501023
1.5,12,2.25,180,340,0.174511311
2.25,14,2,180,420,0.174606984
1.5,8,2.5,420,180,0.174613523
2,10,2.375,420,400,0.174697886
1.75,12,2,340,260,0.17471832
2,11,2.375,420,420,0.174720837
2.25,9,2,420,420,0.174748043
2,8,2.125,400,420,0.174848598
2.125,9,2.125,460,400,0.174875769
2.125,8,2.125,440,460,0.17488265
2,10,2,420,440,0.174886148
2.125,8,2.375,400,480,0.174913201
2.5,11,2.375,400,460,0.174929223
2,11,2,420,420,0.174957186
2.25,11,2,440,460,0.174962515
2.375,9,2.125,480,440,0.174984053
2.25,11,2.125,460,420,0.174988683
2.5,8,2.25,420,420,0.175005762
2.5,6,2.5,100,340,0.175050197
2.375,11,2,440,460,0.175068158
2.25,8,2,460,460,0.17509783
2,10,2,460,480,0.175112464
2.5,10,2.125,460,460,0.175125153
2.25,6,2.5,420,100,0.175149633
1.75,14,2,420,340,0.17515186
2.375,10,2,480,460,0.175162404
2.375,10,2,460,480,0.175219589
2.25,9,2,480,440,0.175219834
2,8,2.125,440,460,0.175241474
2.25,6,2.5,420,340,0.17527875
1.5,10,2.25,100,420,0.17531788
2,8,2.5,440,420,0.175328241
2.375,11,2,420,420,0.17533036
2.5,9,2.125,400,440,0.175339026
2.125,11,2,420,440,0.175341706
2.25,8,2.5,440,400,0.17536322
2,9,2.125,460,400,0.175367525
2,8,2.5,460,480,0.17540205
1.5,14,2,420,260,0.175422882
1.75,12,2.25,180,260,0.175445672
2.25,8,2,480,400,0.175490634
2.5,8,2.125,480,420,0.175498177
2.125,10,2.375,420,400,0.175508793
2.375,11,2.375,420,480,0.17557234
2.125,11,2,400,400,0.175597661
2,10,2.5,260,180,0.175607052
2.125,10,2,460,480,0.17562849
1.75,8,2.25,180,180,0.175648232
2.25,8,2.125,400,420,0.17565441
2.375,9,2,420,420,0.175681861
2.5,12,2.5,420,340,0.175694076
2.5,10,2,260,340,0.175740801
2.25,14,2.25,100,260,0.175795383
2.5,10,2.25,400,420,0.175796072
2.25,10,2,480,460,0.175800633
2.375,11,2.5,460,480,0.175812498
2,10,2.25,340,420,0.175827082
2.5,9,2.5,420,460,0.175829613
1.75,14,2.25,100,420,0.175846181
2.125,11,2,440,460,0.175857368
2,6,2.5,180,180,0.17587368
1.5,12,2.25,180,420,0.17588874
1.5,14,2.25,260,260,0.175898872
2.5,8,2.375,400,460,0.175905505
2.25,11,2.25,440,440,0.175996106
2,9,2.25,460,460,0.176015941
1.75,10,2.5,180,340,0.176122811
2.5,14,2,340,340,0.176143131
2.25,10,2,460,480,0.176220453
2.125,9,2,440,480,0.176223112
2.375,11,2,460,460,0.176251986
1.5,8,2.25,180,420,0.176267378
2.125,11,2.375,420,400,0.176270373
2.5,8,2.125,420,460,0.176274768
2.125,11,2.5,480,480,0.176323333
2.25,10,2.25,340,420,0.176361768
2.375,9,2.5,460,460,0.176370798
2,11,2,420,440,0.176386872
2.5,8,2.25,340,180,0.176486482
2.25,12,2.5,340,420,0.176492523
2.375,11,2.125,460,420,0.176506283
2,11,2.375,460,440,0.176515779
2,6,2.5,260,340,0.176587452
2.375,8,2,460,460,0.176596345
2.375,8,2.375,400,460,0.176605083
2.375,10,2,400,460,0.176670309
2.125,8,2.125,440,400,0.1766943
1.5,8,2.25,260,420,0.17669438
1.75,8,2.5,340,340,0.176710878
2,10,2.5,460,440,0.176713356
2,9,2,440,480,0.176743505
2.125,10,2,440,440,0.176797508
2.25,9,2.25,420,440,0.176808115
2.25,8,2.5,420,440,0.176846833
2.25,10,2,100,260,0.176851298
2.5,10,2,460,480,0.176856273
2,10,2,420,420,0.176876022
2.5,8,2.125,440,460,0.176882428
2.5,9,2.125,480,440,0.176886568
2.25,11,2.375,420,480,0.176904058
2,14,2,420,260,0.176928055
2,8,2.5,180,100,0.177057554
1.75,14,2,100,260,0.177072429
2.125,8,2.375,400,460,0.177074621
2,6,2.5,420,420,0.177098511
2.375,8,2.375,400,480,0.177138762
2,10,2,420,480,0.177149796
1.5,12,2,340,180,0.177162638
2.125,8,2.5,440,400,0.177190345
2.25,8,2.375,400,480,0.177213942
2.25,12,2.5,420,340,0.177220093
2.5,8,2.125,440,400,0.177227014
2.25,10,2,260,420,0.17724472
2,10,2.25,400,420,0.177256955
2.25,10,2,420,340,0.177264393
2.375,8,2.125,440,400,0.177265721
2,8,2.375,400,480,0.177283621
2.25,10,2.5,260,420,0.177316835
2.125,9,2.5,400,440,0.177324483
2,8,2.25,180,180,0.177357008
2.5,11,2.375,420,480,0.177381024
2,8,2.375,420,400,0.177441158
2.25,8,2.125,440,480,0.177446767
2.125,10,2,420,480,0.177511893
2.5,11,2.5,420,460,0.177515049
1.5,8,2.25,260,100,0.177519127
2.125,8,2.5,400,460,0.177522714
2.375,10,2.25,400,420,0.177537222
2.25,10,2.25,480,400,0.177538743
2.5,6,2.5,420,100,0.177540294
2.25,11,2,420,440,0.17756936
2,9,2,420,480,0.177640159
1.5,8,2.5,180,340,0.17767298
2.125,8,2,460,460,0.177674538
2.5,10,2,400,400,0.177686942
2,10,2,440,400,0.177713239
1.5,12,2.25,340,260,0.177721927
2.25,10,2,420,420,0.177747103
2.125,8,2.125,440,480,0.177768719
2,10,2.25,100,180,0.177771221
2.25,10,2.5,400,420,0.177848151
2.5,12,2,100,420,0.177881402
1.5,10,2,420,260,0.177920389
2.125,8,2.5,420,400,0.178002069
1.5,10,2.25,420,340,0.178019989
2.25,10,2.125,440,440,0.178069655
2.375,10,2,420,480,0.178071435
2.125,9,2.5,420,420,0.178076175
2.25,10,2.25,400,420,0.178193351
2,11,2,400,460,0.178203344
2,8,2.25,400,480,0.17822581
2,8,2.125,420,440,0.178239772
2.5,10,2,480,460,0.17824477
2.25,9,2,440,480,0.178252586
2.5,8,2.375,400,480,0.178329783
1.5,10,2,180,340,0.178332108
1.75,10,2,180,340,0.178366875
2.5,12,2.25,180,340,0.17836988
1.75,8,2.5,260,420,0.178386753
2.125,10,2.25,400,420,0.178394701
2.5,8,2.125,480,460,0.178401762
2.25,6,2.5,100,340,0.178404669
2.5,8,2.25,420,180,0.17846494
2.125,10,2,420,420,0.178517663
2.25,8,2.125,440,400,0.178557606
2,11,2.25,460,460,0.178624329
2.25,10,2,400,440,0.178662455
2,10,2,480,440,0.178663113
1.5,12,2,420,180,0.178685428
2.375,10,2.25,480,400,0.178702861
2.25,8,2.125,460,460,0.17870383
1.75,8,2.5,420,340,0.178715049
2.5,10,2.5,420,460,0.178841082
1.5,8,2,180,340,0.1788562
1.5,12,2,340,260,0.178871935
2.25,9,2,420,440,0.178904594
2.25,8,2.25,420,180,0.178910478
2.125,9,2,400,480,0.178955342
2.125,8,2.25,460,400,0.178964265
2,8,2.125,420,480,0.178970099
2,11,2,480,420,0.178989543
2.5,9,2.5,480,400,0.179069345
2.5,11,2,420,460,0.179081462
2.25,6,2.25,340,420,0.179120598
1.5,12,2.25,260,420,0.17912984
1.5,14,1.75,100,420,0.179134176
2.25,10,2.5,260,180,0.17915598
2.25,9,2.5,460,460,0.179174543
2.125,8,2.5,420,440,0.179202431
2.5,10,2,420,480,0.179332843
2.375,8,2,480,400,0.179337245
2.5,11,2.25,460,460,0.179371733
1.5,8,2.25,260,340,0.179389237
1.5,8,2.25,100,180,0.179439508
2.375,11,2.5,420,460,0.179452483
2.125,11,2,440,400,0.179462196
1.75,12,2,420,180,0.179496761
2.5,14,2.25,100,420,0.17952024
2.125,8,2.125,420,440,0.179543907
2.25,11,2.5,420,460,0.179547905
2,9,2.5,420,460,0.179613606
2.25,12,2.5,180,340,0.179616443
1.75,10,2.25,100,180,0.17967542
2.25,6,2.25,260,340,0.179678114
2.25,10,2,440,460,0.179736749
2.5,11,2,420,420,0.179747712
2.25,6,2.25,180,420,0.179824169
1.5,10,2,100,180,0.17982562
1.75,6,2.5,340,420,0.17982574
2.5,10,2.125,440,440,0.179838249
2.25,10,2,400,460,0.179889598
2.5,11,2,460,460,0.179912593
2.25,8,2.5,180,100,0.179914088
2,12,2.5,420,340,0.179915559
2.125,11,2.5,480,460,0.179934988
1.5,10,2,340,340,0.179956494
2,9,2.25,420,440,0.179969782
1.75,8,2.25,260,100,0.179994093
2,14,2.25,260,420,0.180024864
2.375,9,2.5,480,400,0.180033979
2.375,10,2,480,440,0.180048792
2,11,2.5,480,440,0.180055862
2.25,11,2,440,400,0.180085999
2.125,9,2,420,440,0.180102466
2.25,14,2.25,260,340,0.180104696
1.75,10,2,420,260,0.180188056
1.75,6,2.5,180,180,0.180241314
2.5,11,2.5,480,400,0.180321061
2.25,11,2.5,460,480,0.180325749
2,8,2.375,400,460,0.180383944
2,8,2,460,460,0.180397179
2.375,10,2.125,440,440,0.180399586
2.5,8,2.25,100,180,0.180435229
2.25,14,2,180,260,0.180488956
2,9,2.5,440,460,0.180490259
2.25,10,2,440,440,0.180503504
2,11,2,460,480,0.180518606
2.5,8,2.25,340,420,0.180526566
1.75,8,2.5,180,260,0.180530706
1.75,14,2,260,260,0.180531308
2.5,10,2,400,460,0.180689966
2.25,11,2.375,400,460,0.18075736
2.125,11,2,400,460,0.180765381
1.75,8,2.5,100,420,0.180767325
2,8,2.5,180,180,0.180769312
2,10,2,400,420,0.180809291
2,10,2,420,460,0.180809998
2.25,10,2,480,440,0.180825516
2.375,11,2.5,480,400,0.180846564
2.125,10,2.25,480,400,0.180866612
2.5,8,2,480,400,0.180882546
2.25,11,2,400,400,0.180883675
2,9,2,460,480,0.180928366
2,11,2.375,420,400,0.180936634
2.125,10,2,480,440,0.180939599
1.5,14,2,180,180,0.181022371
2,8,2,420,260,0.181048123
1.5,12,2,100,260,0.181117521
2.25,10,2,420,480,0.181161352
2.375,10,2,400,440,0.181232506
2,9,2,480,420,0.181319495
2.25,10,2,420,420,0.181321872
2.375,11,2.5,440,420,0.181326138
2,11,2,480,440,0.181355372
2.5,12,2.5,340,420,0.181414126
2.5,6,2.25,180,420,0.18145649
2.375,9,2,480,440,0.181478914
2,11,2.5,420,480,0.181492992
2,9,2.125,400,420,0.181521271
2,8,2.5,260,100,0.18153832
2,10,2.25,480,400,0.181616067
2,6,2.25,260,340,0.181634372
2.5,9,2,420,420,0.18166934
2,14,2,340,260,0.18168163
2.5,6,2.25,260,340,0.181702019
2.5,11,2.125,460,420,0.181713127
2,6,2.5,420,100,0.181753113
2,12,2.25,260,180,0.181882842
2.25,10,2.5,340,180,0.181891827
2.125,8,2.25,440,420,0.181902506
2.25,12,2.25,180,180,0.181977115
1.75,10,2,100,180,0.181983437
2.125,8,2.125,420,480,0.182035933
2.5,11,2,440,460,0.182084711
2,9,2,400,480,0.182113244
2.5,6,2.5,260,260,0.182115978
2.5,8,2.25,440,420,0.182172863
2.25,8,2.25,420,400,0.182194085
2,8,2,420,400,0.182212554
2.125,11,2,480,420,0.182228165
2,6,2.5,180,420,0.182237229
2.25,8,2.125,420,480,0.182240713
2,10,2,480,400,0.182243685
2,6,2.25,180,180,0.182255937
2.125,11,2.375,420,480,0.182267645
1.75,12,2.25,340,420,0.182311875
2.125,9,2,420,480,0.182353748
2.25,9,2,400,480,0.18236562
2.375,8,2.125,460,460,0.182372974
2.25,10,2.5,420,100,0.182382504
1.75,10,2.5,260,180,0.182427651
1.75,12,2.25,260,180,0.182435372
2.125,10,2,440,400,0.182451205
1.75,8,2.5,340,420,0.182475183
2.25,10,2,340,340,0.182555106
2.125,8,2.125,460,460,0.182565472
2.5,14,2.25,260,260,0.182632876
2.5,14,2.25,420,340,0.182641855
2,10,2,400,440,0.182658352
2,6,2.5,260,180,0.182667827
2,10,2,340,340,0.182733926
2.375,10,2.5,420,460,0.182753032
2.5,10,2,260,420,0.182759704
2,8,2,260,420,0.182778257
2.25,8,2.25,340,420,0.182824394
2,8,2.125,460,460,0.182867577
2.5,14,2,340,420,0.182887183
1.75,10,2,340,340,0.182908117
1.75,14,2.25,260,420,0.18291979
2.5,11,2.5,460,420,0.182922502
2.5,8,2.5,180,420,0.182929655
2,12,2,180,180,0.182944891
2.5,11,2.5,440,460,0.182986141
2.375,9,2,440,480,0.183020481
2,11,2.375,420,480,0.183043421
2.5,10,2,480,440,0.183080468
1.75,8,2,180,340,0.183103671
2.25,8,2.25,420,420,0.183130663
2.125,10,2,400,420,0.183189355
1.75,6,2.5,180,260,0.183226179
2.5,12,2,260,260,0.183315427
2.375,11,2.375,400,460,0.183324118
1.5,8,2.5,260,180,0.183324699
2,11,2.5,480,480,0.183331534
1.75,10,2.5,180,260,0.183332104
2,8,2.5,440,400,0.183356884
1.75,8,2.5,180,100,0.183439491
2.375,10,2,440,400,0.18344201
2.25,10,2,440,400,0.183476751
2.25,8,2.25,180,180,0.183591204
1.5,12,2,180,260,0.183641303
2,8,2.125,420,400,0.183692101
2.25,9,2.5,480,400,0.183748418
2.5,6,2.5,260,100,0.183786573
1.5,14,2,260,180,0.183840738
2.5,8,2,460,460,0.183843138
2.5,8,2,480,440,0.183875693
2.25,12,2,100,340,0.183880532
2.375,11,2,440,400,0.183915835
2.5,9,2,480,440,0.18391835
2.25,11,2.5,440,420,0.183938376
2.25,12,2.5,180,420,0.183944601
2.125,9,2.5,480,400,0.184001027
2.5,10,2.5,480,480,0.184048371
1.5,10,2,340,260,0.184057547
2,8,2.125,440,420,0.184060522
2,9,2,420,440,0.184086309
1.5,10,2.5,180,420,0.184189071
2.375,11,2,400,400,0.184207574
2.125,9,2,400,420,0.18430158
2.5,10,2.25,340,420,0.184334198
2.125,11,2,460,480,0.18438314
2,6,2.5,180,340,0.184462595
1.75,12,2,180,260,0.184500279
2,9,2,420,460,0.18452104
2.5,9,2,420,440,0.184584443
2.125,10,2.5,400,420,0.1846315
2.5,8,2.125,460,460,0.184646474
2.375,9,2,420,440,0.184685578
2,8,2.25,420,180,0.184713622
1.5,14,2.25,420,340,0.184724334
2.25,12,2.25,260,180,0.184772314
2.25,8,2.125,460,420,0.184787484
2.125,9,2.125,400,420,0.184793913
2.5,12,2.5,180,420,0.184798926
2.25,10,2.5,100,180,0.184802532
2.125,10,2,400,440,0.184809089
2.375,8,2.125,420,440,0.18481523
2.5,10,2,400,440,0.184823539
2,8,2.25,460,400,0.184860887
1.75,12,2,100,260,0.184866528
2.125,8,2.125,440,440,0.184907503
2,14,2,420,340,0.184912803
2.25,6,2.25,180,180,0.184976176
2.125,8,2,420,400,0.184984168
2.125,9,2.5,460,460,0.185029472
2.125,8,2.125,440,420,0.185055922
2.5,12,2,180,340,0.18505697
2.125,10,2,420,460,0.185073757
2.5,10,2,420,420,0.185116801
2,12,2.5,420,260,0.185119467
2.375,8,2.25,440,420,0.185133372
1.5,12,2.25,180,180,0.185150164
2,14,2.25,260,340,0.185206051
2.375,11,2,420,440,0.185270665
1.75,8,2.5,100,180,0.185321001
2.125,9,2,420,460,0.185340409
2.5,6,2.25,340,420,0.185348888
2.125,11,2.5,420,460,0.185376481
2.25,8,2.25,440,420,0.185394918
2.125,8,2.25,420,400,0.185398754
2,12,2.5,420,420,0.185432873
2.25,12,2,340,340,0.185443755
2.5,9,2,440,480,0.185463022
2.5,11,2,460,480,0.18551167
2.375,11,2,460,480,0.185531079
1.75,8,2.25,420,180,0.185544627
2.125,9,2,460,480,0.185571384
2,9,2,460,440,0.185581927
2,8,2.25,440,420,0.18560486
2.5,10,2,420,340,0.18560688
1.75,6,2.5,180,100,0.185624599
2,9,2.5,420,420,0.185646361
2.25,12,2,340,260,0.185698575
2.5,10,2.25,100,180,0.185726776
2.5,10,2,180,260,0.18574426
2.125,8,2.125,420,400,0.185774904
2,8,2.125,440,440,0.185807901
2.25,10,2,420,460,0.185823675
2,9,2.5,400,440,0.185886232
2.25,10,2.5,420,460,0.185887925
2.5,10,2,420,420,0.185903327
2.375,11,2.5,440,460,0.185936697
2.5,12,2.25,180,180,0.185988063
2.375,8,2.125,420,480,0.185988862
1.75,8,2,260,180,0.186038945
2,10,2,420,260,0.186075689
2,8,2.25,420,400,0.186138667
2.5,6,2.25,100,340,0.186234993
2.25,14,2.25,340,420,0.18625064
1.75,10,2.5,420,180,0.186253163
2.5,11,2.5,440,420,0.18626023
2.125,11,2,480,440,0.186304428
2.375,8,2.25,420,400,0.186333668
2.375,10,2,420,420,0.186381367
2.25,11,2,480,440,0.186431589
2.25,8,2.125,420,440,0.186441456
2.5,8,2.25,420,400,0.186451088
2.5,8,2.125,420,440,0.186461627
