learn_rate,num_hidden_nodes,weight_range,beta,c,error
1.5,8,2,100,260,0.199078848
2,9,2,480,460,0.199140666
1.75,12,2.5,420,260,0.199183351
1.75,6,2.5,420,100,0.199226226
2.125,8,2,460,400,0.199241878
1.5,12,2.25,100,100,0.199298801
2.375,9,2,400,400,0.199301407
2,8,2.5,420,100,0.19931726
2,12,2.25,100,100,0.199380014
2.5,6,2.25,100,180,0.199416215
2.25,8,2,480,480,0.199420566
2.25,8,2,340,420,0.199480011
2.375,10,2.5,440,440,0.199635616
2.5,11,2,400,460,0.19964097
2.5,8,2.5,260,100,0.199646399
2.5,9,2,480,420,0.199650826
1.75,12,2.25,420,100,0.199784591
1.75,12,2.25,100,100,0.199838131
2.25,6,2.25,100,420,0.199856039
2.25,6,2.25,260,260,0.19988534
2.375,8,2,480,480,0.199942385
2,10,2,340,260,0.199989395
2.5,11,2,460,440,0.200037806
2,9,2,480,480,0.200143604
1.5,8,2.5,260,260,0.200191476
2.25,10,2.5,480,480,0.200191834
1.75,14,2.25,340,420,0.200236729
1.75,14,2,420,180,0.20028825
2.5,8,2,340,420,0.200295559
2.25,10,2,340,260,0.200327445
2,14,2.25,340,180,0.200354079
2,10,2.25,420,100,0.200367034
1.5,6,2.5,420,260,0.200462929
2.25,8,2.5,260,340,0.200590036
2.375,9,2,480,480,0.200647435
2.5,10,2.125,420,400,0.200741854
2.25,11,2.5,440,480,0.200749812
2,12,2.5,180,420,0.200793924
2.25,10,2,180,340,0.20079572
1.75,8,2,180,180,0.200854957
1.75,8,2.25,340,420,0.200878932
2.25,12,2.5,100,340,0.200920529
2.5,10,2,420,260,0.20096734
1.5,8,2,180,180,0.201002128
1.5,14,1.75,260,420,0.201032775
2,12,2,420,180,0.201076525
2.125,9,2,480,480,0.201083815
2.5,6,2.25,340,180,0.201097008
2.25,9,2,460,460,0.201102893
2,9,2,400,440,0.201113004
2.5,10,2,460,400,0.201116589
2.5,10,2.5,420,260,0.201158104
2.25,9,2,400,400,0.201166003
2.5,8,2,420,420,0.201179219
1.5,8,2.5,100,100,0.20125742
2.125,8,2.125,460,440,0.201343441
1.75,12,1.75,100,420,0.201426889
1.75,8,2.5,180,180,0.201511119
2.5,14,2,180,260,0.20151334
2.5,8,2,480,480,0.201565665
2.375,11,2.5,460,460,0.201581408
2.5,9,2,440,400,0.20161593
2,12,2,260,180,0.201672317
2.5,6,2.25,420,260,0.201717057
2.25,9,2,480,480,0.201728742
2.375,9,2,440,400,0.201760051
2.125,8,2,460,420,0.201791157
2,11,2.5,460,420,0.201807163
2.5,8,2,460,400,0.201840305
2.5,4,2.5,420,180,0.201913299
1.5,8,2.25,420,180,0.20192776
2.375,9,2,460,460,0.20193417
2.125,8,2,420,440,0.201961225
2.25,8,2,460,400,0.201994792
2,10,2.5,420,460,0.20200806
2.25,8,2,260,180,0.202028809
2.25,14,2,340,260,0.202050623
2,12,2,340,420,0.202108163
2.5,9,2,400,400,0.20214414
2.5,12,2.5,260,420,0.202148132
2.125,11,2.5,400,400,0.202193359
2.25,12,2,180,260,0.202432256
1.5,6,2.5,340,340,0.202432953
2,8,2.25,100,100,0.202465131
2.25,8,2,420,440,0.202659895
2,12,2,340,180,0.202680356
2,10,2.5,100,260,0.202695816
2,8,2,440,400,0.202943452
1.5,8,2.5,420,420,0.20294901
2,6,2.25,100,180,0.203026382
2,8,2,460,400,0.203041363
1.5,12,1.75,180,260,0.203136439
2,10,2,260,180,0.203202916
1.75,8,2.25,420,420,0.20326956
2.375,9,2,440,440,0.203341123
2,10,2.25,260,100,0.203353701
2.375,8,2,400,400,0.203523249
1.5,6,2.5,340,100,0.203563835
1.75,6,2.5,260,340,0.203583268
2.375,9,2,420,400,0.20359206
2.5,8,2,180,340,0.203606493
1.5,14,2.25,420,260,0.203660319
2,10,2,260,260,0.203673656
2,8,2,460,440,0.203891565
2,11,2.5,440,460,0.203894195
2.5,9,2,480,480,0.203954162
2.125,8,2,400,400,0.203983044
2,8,2,460,420,0.204037513
1.5,14,2.25,260,420,0.204263777
2.5,8,2,400,400,0.204387292
2.5,14,2.25,340,420,0.204503361
2.5,12,2.5,100,340,0.204613635
2,8,2,440,460,0.204657181
2.25,8,2,400,400,0.204764047
2,8,2,480,420,0.204795376
1.75,8,2.5,420,100,0.204802415
2.25,9,2,400,440,0.20481621
2.5,9,2,440,440,0.20482649
2,6,2.25,420,260,0.20495602
1.75,14,1.75,260,420,0.204971185
2,6,2.5,260,260,0.205004424
2.25,14,2.25,180,260,0.205015721
2.375,8,2,420,440,0.205205013
1.5,14,2,100,180,0.205338468
2,8,2.5,180,420,0.205344073
1.5,10,2,340,180,0.205347573
2.5,10,2,420,400,0.205358548
2.25,14,2.25,100,180,0.205422791
2.125,10,2.5,480,480,0.205473324
2.5,10,2,180,340,0.205503849
2.125,9,2,400,440,0.205577484
2,8,2,400,400,0.205625834
2.25,8,2.125,460,440,0.205638854
2.25,9,2,440,400,0.205655569
1.5,14,2.25,340,180,0.205685402
2,12,2.25,420,100,0.205733174
1.75,6,2.5,180,340,0.205773242
1.5,10,2.5,260,180,0.206021448
1.75,10,2.5,340,180,0.206054762
2.25,8,2,440,460,0.206056091
2.25,14,2,260,260,0.206057471
2.25,12,2,340,420,0.206134442
2,9,2,440,400,0.206262575
2,6,2.25,260,260,0.206306017
1.75,10,2.5,260,340,0.206365261
2.5,8,2,420,440,0.206432549
1.5,8,2.25,100,100,0.20655091
2.5,14,2.25,260,420,0.206568304
2,6,2.25,100,420,0.206620836
2.5,9,2,460,460,0.206638215
2.25,10,2.5,440,440,0.206713544
2.25,8,2.25,260,100,0.206749828
2.5,10,2,480,400,0.206756606
2.125,11,2.5,440,400,0.206861407
2.5,11,2.5,480,420,0.206881619
1.75,8,2,420,340,0.206965584
2,8,2,420,480,0.206995078
2,8,2,100,260,0.20701795
2.25,14,2,420,260,0.207087457
2.25,8,2,420,340,0.20716089
2.125,11,2.5,460,460,0.207183269
1.5,8,2.5,340,340,0.207246019
1.5,8,2,260,340,0.207280912
1.75,12,2.5,260,340,0.207289815
1.5,10,2,420,180,0.207319648
2.375,8,2.125,460,440,0.207327736
2.5,12,2,340,260,0.207344609
2.25,12,2,100,260,0.207359167
1.75,6,2.25,420,260,0.207444368
1.5,14,2,340,180,0.207538503
2.125,8,2,420,480,0.207574992
1.75,8,2,260,340,0.207634726
1.5,14,1.75,340,340,0.207712198
2.5,8,2,420,340,0.207787216
1.5,6,2.5,100,420,0.207918526
1.75,6,2.25,100,180,0.207947124
2,11,2.5,480,400,0.208041672
2.375,11,2.5,480,420,0.208107608
2.125,8,2,460,440,0.20811018
2.25,8,2,480,420,0.208132274
2,8,2,420,440,0.208228522
2.125,8,2,440,400,0.208250094
2.5,8,2.5,420,100,0.20828511
1.5,6,2.25,180,180,0.208317318
2.125,8,2,440,460,0.208377583
1.75,6,2.25,420,340,0.208447756
2.5,9,2,420,400,0.208569291
1.5,8,2.5,180,100,0.208587578
2.25,14,2.25,340,260,0.208616149
2.5,8,2.125,460,440,0.208667403
2.375,8,2,480,420,0.208681269
1.5,8,2.5,100,340,0.208734604
1.5,8,2.5,260,100,0.208750272
2,8,2,420,340,0.208752274
2.125,8,2,480,420,0.208783537
2.125,9,2,440,400,0.208905054
2.25,14,2,100,260,0.208939803
1.5,10,2.25,340,420,0.20894563
2.125,11,2.5,440,480,0.209010485
1.5,12,2.25,420,100,0.209149621
2.25,10,2.5,260,100,0.209433204
2,6,2.25,260,180,0.209495059
2.25,12,2,420,260,0.20949911
2.5,8,2,480,420,0.209589886
1.75,10,2.5,100,180,0.209731024
1.75,12,2.5,340,420,0.209887687
1.75,6,2.5,100,340,0.209906675
1.75,12,2.5,180,340,0.209913979
2,8,2.5,260,340,0.209918457
2.25,8,2,440,400,0.209957144
1.75,10,2,340,180,0.209977593
2,10,2.5,460,420,0.210001872
2.5,11,2.5,440,440,0.210110082
2,14,2,180,180,0.210175303
1.5,14,2.25,180,420,0.210260321
1.5,10,2.5,180,340,0.210280705
2,8,2,180,180,0.210400017
2.375,9,2,400,440,0.210412786
1.75,6,2.25,100,340,0.210485719
1.75,10,2.5,260,420,0.210588379
2.25,12,2.25,260,260,0.210705315
1.75,6,2.25,260,260,0.210705816
2,12,2.5,100,420,0.210844353
2,6,2,180,260,0.210903581
2,10,2,480,420,0.210905769
2.25,11,2.5,480,420,0.211007032
1.75,8,2,100,180,0.211022158
2.375,8,2,440,460,0.211135419
2.25,6,2.25,260,180,0.211219
1.5,12,2.25,340,420,0.211345286
2.25,12,2,180,180,0.211642877
1.75,6,2,180,260,0.211651338
2.125,10,2.5,440,440,0.211654177
1.5,6,2.5,180,180,0.211680473
1.75,10,2,420,180,0.211701008
1.75,6,2.5,180,420,0.211788669
1.75,6,2.5,260,180,0.211828654
1.75,6,2.5,420,340,0.211840342
1.75,14,2,340,180,0.211859491
1.5,8,2.5,100,420,0.211951431
2.5,8,2,260,180,0.212100626
1.75,12,2.5,420,420,0.212156278
1.75,8,2,260,260,0.212203815
2.25,10,2,100,180,0.212271421
2.5,14,2,420,340,0.212335688
2.375,11,2.5,440,440,0.212547251
2.25,12,2.5,180,180,0.212706602
2.5,9,2,400,440,0.21278674
2.125,10,2,480,420,0.212841458
1.5,8,2.5,180,260,0.212917411
2,14,1.75,100,420,0.212957731
2.5,10,2,340,260,0.212959354
2.25,12,2.5,260,420,0.212996542
1.75,8,2,180,420,0.213035008
1.75,12,1.75,180,260,0.21309767
2.25,8,2,460,440,0.213122519
2,12,1.75,100,420,0.213153546
2.5,12,2.25,260,260,0.213223084
2.25,6,2.25,420,180,0.213285195
2.375,8,2,460,480,0.213296418
2.5,8,2,420,480,0.21335817
2.25,10,2,260,260,0.213419744
2,10,2,340,180,0.213480905
2.25,8,2,100,260,0.213534682
1.5,8,2,100,180,0.213561983
2.5,8,2,460,480,0.213567287
2,8,2,180,420,0.213699351
2.125,9,2,460,400,0.213884839
2.25,8,2,420,480,0.213947544
1.75,8,2,100,340,0.213959662
2.5,8,2,460,440,0.214012542
2,14,1.75,180,420,0.214120183
2.375,10,2,480,420,0.214398735
2.25,4,2.5,420,180,0.214413747
2.25,10,2.25,340,100,0.214478958
2,8,2,100,180,0.214491857
2.375,8,2,440,400,0.214510319
2.25,6,2.25,340,260,0.214520246
2,6,2.25,100,100,0.214557979
1.5,12,1.75,340,260,0.214621643
1.5,6,2.5,180,100,0.214644656
2.375,8,2,460,440,0.214696705
2.5,8,2,440,460,0.214709495
2.5,10,2,480,420,0.21477948
2.25,6,2.25,340,340,0.214817665
2.25,10,2.25,420,100,0.214889017
2.25,9,2,460,400,0.214896086
2,14,2.25,260,180,0.215110073
2,9,2,460,400,0.215132791
2.25,8,2,260,260,0.21514539
1.75,14,1.75,180,260,0.21516601
2,11,2.5,440,480,0.215186652
1.5,14,2.25,180,260,0.21522198
1.75,12,2,340,100,0.215263274
2,11,2.5,400,400,0.21540144
1.5,6,2.5,100,180,0.215520604
1.5,6,2.25,180,420,0.215540167
2.375,8,2,420,480,0.215638719
2.5,8,2,440,400,0.215669777
2.375,8,2,400,440,0.215725952
1.5,14,2.25,340,260,0.215759239
2.25,8,2.25,100,100,0.21581186
2.5,6,2.25,340,260,0.21583972
1.5,14,2.25,100,180,0.215842595
2.25,6,2.25,100,100,0.21590246
2.25,10,2,480,420,0.215905961
1.5,14,1.75,180,340,0.215926966
1.5,10,2.5,180,260,0.215934144
2,10,2.5,260,100,0.215961983
1.5,8,2,260,100,0.215972828
2,10,2.5,420,260,0.215990005
2.5,14,2.25,420,260,0.216023557
1.5,12,1.75,420,420,0.216055192
1.5,14,1.75,260,340,0.216176598
1.5,14,2.25,260,340,0.216280978
1.75,14,2.25,420,180,0.216317649
2.5,6,2.25,340,340,0.216340899
2,8,2,400,460,0.216342379
1.5,6,2.25,340,180,0.21634563
2,8,2,400,440,0.216421938
2,14,2,260,180,0.216430498
2,11,2.5,460,460,0.216484228
2.5,6,2.25,100,100,0.216497564
1.75,6,2.25,100,100,0.216504219
2.25,11,2.5,440,440,0.216562459
2,8,2,260,260,0.216657869
2.25,8,2,440,420,0.21675424
2.125,8,2,400,460,0.216822171
2.25,8,2,180,180,0.216861008
2.25,8,2,460,480,0.216898335
2,10,2.25,180,100,0.216923946
2.5,6,2.25,260,180,0.217308878
1.75,10,2.25,180,100,0.2173712
1.5,8,2,420,340,0.21744835
1.5,8,2,180,420,0.217454617
2.125,8,2,440,420,0.217496647
2.5,4,2.5,340,340,0.217512307
2.25,12,2.25,100,100,0.217535581
2,6,2.25,340,340,0.217538658
1.5,8,2,260,260,0.217577897
2,8,2,440,440,0.217590973
1.5,6,2.25,420,420,0.217653274
2.25,8,2,400,440,0.217669269
2.5,10,2,260,260,0.21769971
2,12,2.5,100,340,0.217770985
2.125,8,2,400,440,0.217823258
2.25,12,2.5,260,260,0.217827579
2,12,2.25,260,260,0.217899917
2,9,2,440,420,0.218017488
1.5,10,2,420,100,0.218094017
2.5,10,2.5,260,100,0.218172132
2.25,6,2,180,260,0.218210399
2.5,6,2.25,420,180,0.218309399
2,8,2,100,340,0.21835955
2.5,8,2,400,440,0.218384695
1.75,12,1.75,420,420,0.218388141
2.5,6,2.25,180,340,0.218389258
1.75,12,2.5,180,420,0.218418509
2.25,12,2,340,180,0.218457936
2,9,2,400,460,0.218498304
2,12,2.5,180,180,0.218583174
2,6,2.25,420,180,0.21871331
2,8,2,440,420,0.218837244
1.75,12,2.25,180,100,0.218923094
1.5,8,2.5,260,420,0.218938866
1.75,8,2.25,180,100,0.219005786
2.125,8,2,460,480,0.219026859
1.75,10,2.5,100,260,0.219113529
2.125,11,2.5,440,440,0.219282491
2.125,9,2,440,420,0.219340005
1.5,10,1.75,420,420,0.219366239
2.125,11,2.5,480,420,0.219525522
1.5,8,2.25,340,420,0.219527999
1.5,8,2.5,420,340,0.219529976
2.5,6,2,180,260,0.219573411
1.5,10,2.5,420,180,0.219932382
1.5,10,2.5,420,100,0.219935061
1.5,6,2.25,260,340,0.219939379
1.75,6,2.5,260,100,0.220103953
1.5,8,2.5,100,180,0.220283683
2.25,8,2,400,420,0.220414338
1.75,14,2,100,180,0.220436933
1.75,14,2.25,260,100,0.220543992
2.25,8,2,100,340,0.220637336
2,8,2,460,480,0.22066674
2.5,12,2.5,180,180,0.220698695
2,8,2,260,340,0.220700283
1.75,8,2,260,100,0.220707127
2.25,12,2,260,180,0.220902072
2.5,8,2,260,260,0.220914793
2,11,2.5,440,440,0.220955271
2.5,12,2.5,260,260,0.220959208
2,10,2.5,480,480,0.221007234
2.125,9,2,400,460,0.221051025
1.75,8,2,340,260,0.221101945
2.125,8,2,400,420,0.22111296
1.75,6,2.25,260,180,0.221151344
2.5,9,2,440,420,0.221160524
2.25,9,2,400,460,0.221209848
2.25,9,2,440,420,0.221242611
2,14,1.75,260,420,0.221359391
1.5,12,2,100,180,0.221366147
1.5,8,2,340,260,0.221373273
2.5,8,2.25,100,100,0.221378119
2,8,2.25,420,100,0.221399732
2.25,10,2,260,180,0.221455563
1.75,14,1.75,340,340,0.221541457
2.5,8,2,180,180,0.221591267
1.5,14,2.25,420,180,0.221592685
2.5,4,2.5,100,100,0.221638148
2,8,2.25,180,100,0.22184919
1.5,6,2,180,260,0.221905723
2,6,2.25,340,260,0.221961289
2,8,2,420,420,0.222109068
1.5,8,2,340,180,0.222139973
2,12,2.5,260,420,0.22215337
2,8,2,480,460,0.222335096
2.25,12,1.75,100,420,0.22239188
2.375,9,2,440,420,0.22241251
1.75,8,2.25,420,100,0.222572746
2,11,2.5,440,400,0.222581474
2.125,8,2,480,460,0.222653736
1.5,8,2.25,180,100,0.222848721
2,8,2,400,420,0.22285172
2.125,8,2,440,440,0.222859176
2.5,14,2,420,260,0.222864798
2.375,9,2,460,400,0.222943575
2.5,12,2,340,420,0.222950588
2.25,12,2,420,180,0.222964214
2.25,8,2,100,180,0.223006489
2.25,10,2.25,260,100,0.223153303
2.375,8,2,440,420,0.223182482
1.75,8,2,340,180,0.22362211
2.25,4,2.5,340,340,0.223629399
2.5,12,2,100,260,0.223768127
2,10,2.5,440,440,0.223885403
1.5,8,2,420,180,0.223967329
1.5,8,2,100,340,0.223989226
2.125,8,2,420,420,0.224065233
2.5,12,2,180,260,0.224180877
1.5,14,2.25,260,100,0.224190043
2,10,2,400,480,0.224235197
1.75,6,2.25,100,420,0.224244052
1.5,12,2.25,180,100,0.224356679
1.75,12,2.25,340,100,0.224359417
2.5,8,2,100,260,0.224367446
2.25,14,2.25,180,340,0.224383401
1.75,12,2.5,180,260,0.22441812
2.25,6,2.25,180,340,0.224497574
1.75,14,2.25,180,340,0.224561659
2.125,8,2,440,480,0.224637758
1.5,6,2.5,180,260,0.224676755
2.375,9,2,400,460,0.224789196
2.25,8,2,420,420,0.224808108
2,8,2,420,460,0.224932387
2.375,8,2,400,420,0.224979494
1.75,14,1.75,260,340,0.224990876
2.5,12,2,420,260,0.225060462
2,6,2.25,420,100,0.22508833
2.25,8,2,440,440,0.225118234
1.75,14,2.25,260,180,0.225238291
2.25,8,2,400,460,0.22523929
1.5,14,1.75,420,420,0.225240135
2,14,2.25,420,180,0.225261122
1.5,8,2.5,420,100,0.225376059
1.75,12,2.25,260,260,0.225439144
2.25,6,2.25,420,100,0.225466705
1.5,6,2.25,340,420,0.225474457
2.375,8,2,400,460,0.225499721
2,14,2.25,180,340,0.225621179
2.5,6,2.25,420,100,0.225629851
2.5,8,2.25,260,100,0.225754363
1.5,8,2.5,340,420,0.225760064
2.5,9,2,400,460,0.225845875
2.25,8,2,480,460,0.225851992
1.5,10,2.5,100,420,0.225943099
1.75,14,1.75,180,340,0.226092543
1.5,6,2.5,340,420,0.226148032
2,10,2,420,180,0.226225577
2.25,8,2,180,420,0.226270398
2.25,8,2,440,480,0.226319704
2,6,2,180,180,0.226382117
2.25,10,2.25,180,100,0.226442389
1.5,14,2.25,340,420,0.22650446
1.5,6,2.5,340,180,0.226679994
1.5,12,2.5,420,260,0.226693643
2.5,8,2,400,420,0.226801147
2.25,14,2.25,340,180,0.226841932
1.5,14,1.75,100,260,0.227020891
2,14,2,420,180,0.227027561
2.5,10,2,100,180,0.227038553
1.5,6,2.25,420,260,0.227209766
2,11,2.5,480,420,0.227285931
1.5,12,1.75,340,420,0.227342223
2.5,10,2.25,340,100,0.227357153
2,8,2,340,260,0.227490685
2.375,8,2,440,440,0.227557431
2,8,2,420,180,0.227587691
1.5,12,2.25,340,100,0.22765412
1.75,10,2.5,260,100,0.227673041
2.5,8,2,440,420,0.227713927
2.5,8,2,400,460,0.227746094
1.5,8,2.25,420,420,0.227806713
1.5,12,2.5,420,340,0.227851273
1.75,10,1.75,420,420,0.227993005
2.125,8,2,420,460,0.228142421
2.25,10,2,340,180,0.22822384
1.75,6,2,180,180,0.228558332
2.5,14,2.25,180,260,0.228648844
1.75,8,2,420,180,0.229160279
1.5,12,1.75,420,340,0.229221368
2,14,2.25,260,100,0.229380116
1.5,8,2.5,340,260,0.229395643
2.25,8,2,260,340,0.229543888
2.5,8,2,440,440,0.229578846
2.25,12,2.25,420,100,0.229721165
2,10,2.5,100,100,0.229780043
2.375,8,2,420,420,0.229805189
2,12,2.25,180,100,0.229999611
1.5,12,1.75,180,420,0.230070465
2.5,8,2,100,340,0.230089502
2.5,9,2,460,400,0.230123591
1.5,12,1.75,260,420,0.2302121
1.75,8,2.5,180,420,0.230323346
2.375,8,2,440,480,0.230342424
2,12,1.75,420,420,0.23034587
2.25,14,2.25,260,180,0.230365523
1.75,10,2,420,100,0.230408556
1.5,10,2.5,340,340,0.230410583
1.75,12,1.75,340,260,0.23048733
1.5,12,1.75,180,340,0.230549736
1.75,6,2.25,340,340,0.230773885
2,8,2,440,480,0.230829977
2.25,10,2.5,100,100,0.230862178
2.5,8,2,100,180,0.230909276
2.125,10,2,400,480,0.230971553
2,12,2.5,260,180,0.231028739
2.375,8,2,480,460,0.231049431
1.75,8,2.5,260,340,0.231063225
2,12,2.5,260,260,0.231116506
2.5,14,2,260,260,0.231357948
2.25,6,2,180,180,0.231375785
2.25,8,2,420,460,0.231528148
2,8,2,340,180,0.231593394
1.75,12,1.75,180,420,0.231642741
1.5,6,2.25,100,100,0.231801409
2.375,10,2,400,480,0.231902186
2,8,2,260,100,0.23194316
2.5,4,2.5,260,180,0.232078756
1.75,10,2.5,420,260,0.232108327
2.5,8,2,180,420,0.232191445
1.5,10,2.25,180,100,0.232247706
1.5,10,2.5,340,260,0.232386924
2.25,8,2,340,260,0.232406875
2,9,2,480,400,0.232531714
2,6,2.25,180,340,0.232559031
2,12,1.75,260,420,0.232588447
1.75,6,2.25,420,180,0.232701667
2.5,4,2.5,260,420,0.232738165
2.25,8,2,420,180,0.232774324
2.375,8,2,420,460,0.232931399
1.5,6,2.25,260,260,0.232967473
2,12,1.75,180,420,0.232992556
1.5,6,2.5,420,420,0.232996939
1.75,12,1.75,340,420,0.233028761
1.5,6,2.25,260,180,0.23309712
2.5,4,2.5,340,180,0.233139301
1.75,12,2,100,180,0.233179676
2.5,8,2,420,460,0.233257751
2.5,8,2,260,340,0.233528578
2.5,6,2.25,180,260,0.233566228
2.125,9,2,480,400,0.233617993
2.25,12,2.5,260,180,0.233658078
2.25,10,2,400,480,0.233916355
2.5,8,2,480,460,0.233926232
2,14,1.75,340,340,0.233989013
1.75,6,2.25,180,100,0.234065294
1.5,6,2.25,420,340,0.234109991
2.25,14,1.75,180,420,0.234177218
2.25,4,2.5,100,100,0.234308428
2.25,14,1.75,100,420,0.234314313
1.5,12,1.75,420,260,0.234368527
2.5,8,2,440,480,0.234457156
2,10,1.75,420,420,0.234499127
2.5,10,2,400,480,0.234558045
1.75,12,1.75,260,420,0.234561029
2.25,10,2.5,340,100,0.234793466
1.75,14,1.75,420,420,0.234855818
1.5,8,2.5,180,180,0.234861784
2.25,8,2.25,180,100,0.234897185
1.5,6,2.5,420,100,0.234941018
2.5,8,2,420,420,0.234947781
2.25,8,2,100,420,0.235207415
2.5,14,2.25,180,340,0.235208843
1.75,12,2.5,180,180,0.235270233
2.5,14,2.25,100,180,0.23530612
1.75,12,1.75,180,340,0.235358574
1.5,8,2.25,420,100,0.23553111
2.5,14,2,100,260,0.23553658
2,14,2,340,180,0.235690594
2.25,9,2,480,400,0.235851797
2.25,6,2.25,180,260,0.235853978
1.5,6,2.25,100,180,0.235869083
1.75,6,2.25,340,100,0.236030431
1.5,10,1.75,180,260,0.236076891
2.25,6,2.25,180,100,0.236261013
2,6,2.25,180,100,0.236324458
2.375,9,2,480,400,0.236613323
2.5,14,2,340,260,0.236651855
2,6,2.25,340,100,0.23666841
1.5,10,2,180,180,0.23703595
2.25,14,1.75,260,420,0.237103694
1.75,12,2.5,100,420,0.237120068
2.5,8,2,420,180,0.237233178
1.5,12,2.5,260,340,0.237306115
2.25,8,2.25,420,100,0.237327486
2,12,2.5,100,260,0.237370257
2.25,14,2.25,420,180,0.237487761
2,6,2.25,180,260,0.237495785
2,14,2,100,180,0.237549274
2.25,12,2.5,100,260,0.237752595
2,12,1.75,180,260,0.237804268
2,6,2,260,420,0.23791046
2.5,10,2.5,340,100,0.237947425
1.5,14,1.75,420,340,0.238126958
2,8,2,100,420,0.238143986
1.75,6,2.5,260,260,0.238394543
2.125,9,2,440,460,0.238556676
2.5,12,2.5,340,340,0.238560531
2,10,2.5,340,100,0.238732719
2.25,14,2,180,180,0.239216233
2.5,6,2,260,420,0.239279496
1.5,6,2.25,180,100,0.239321933
1.5,14,1.75,260,260,0.239442382
2.25,9,2,440,460,0.239572192
2.5,10,2.25,260,100,0.23961812
2.25,12,1.75,420,420,0.23962336
2,9,2,440,460,0.239673161
2.5,12,2,180,180,0.239694963
1.5,14,1.75,420,260,0.239701369
2.5,10,2.25,420,100,0.239716776
2.375,9,2,440,460,0.239946598
2.25,12,1.75,180,420,0.240005634
1.75,12,1.75,420,340,0.240122513
2,4,2.5,420,180,0.240182099
2,12,2.25,340,100,0.240281585
2.25,6,2.25,340,100,0.240364624
2.5,6,2.25,340,100,0.240545604
1.75,6,2,260,420,0.240557137
1.75,10,2.5,100,100,0.240708931
2.25,14,2.25,260,100,0.240750437
1.5,6,2.5,100,340,0.240789754
2.5,6,2,180,180,0.240833921
1.5,10,2.5,100,180,0.240873919
2.5,9,2,480,400,0.240892888
1.75,6,2.25,340,260,0.240951864
2,14,2.5,420,260,0.240978255
1.75,6,2.25,420,100,0.241045153
2.25,10,1.75,420,420,0.241263441
2,12,1.75,180,340,0.241284694
2.5,8,2,340,260,0.241459953
2.5,8,2.25,180,100,0.241488428
2.5,9,2,440,460,0.241565291
1.5,10,2,340,100,0.241651604
2.5,10,2.25,180,100,0.241744872
2.5,4,2.5,420,340,0.241766218
2.5,12,1.75,100,420,0.241910151
2.5,12,2,340,180,0.241948942
2.25,6,2,260,420,0.241964811
1.75,12,2.5,260,260,0.242003066
1.5,14,2.25,260,180,0.242175356
1.75,8,2,100,420,0.242342405
1.75,12,2.5,260,180,0.242356657
2,8,2.25,340,100,0.242536683
1.5,10,1.75,420,260,0.242935356
2.25,4,2.5,340,180,0.243011593
2.5,14,2.25,340,260,0.243038581
1.5,6,2.25,100,340,0.243087
2.5,8,2,100,420,0.243447647
2.5,4,2.5,260,260,0.243584413
2,14,1.75,180,260,0.243731058
1.5,10,2.5,100,340,0.243752139
2,6,2,340,260,0.243867918
2,12,2,100,180,0.243889727
2.25,14,2.5,420,260,0.24422233
2.5,6,2.25,180,100,0.244278171
1.5,10,2.5,260,340,0.244285571
2.5,4,2.5,260,340,0.244305027
1.5,14,1.75,340,420,0.244367448
2.5,10,2,260,180,0.244440229
2.25,4,2.5,260,420,0.244472876
2.25,14,2.5,100,260,0.244506301
2.25,12,1.75,260,420,0.244707275
2.25,6,2,340,260,0.244769238
1.75,14,1.75,340,420,0.244820121
1.5,6,2,180,180,0.245252837
2.25,12,2.5,340,340,0.245356408
1.75,8,2.25,340,100,0.245407405
2,14,1.75,420,420,0.245446868
2.25,10,2,420,180,0.245674727
1.5,6,2.5,180,340,0.245796059
1.5,10,2.5,340,180,0.245804191
1.5,6,2.5,260,340,0.245804836
2.25,8,2,260,100,0.245865281
2,12,2,340,100,0.245964634
2.25,6,2,340,420,0.245982509
1.75,6,2.25,180,340,0.246105063
1.5,12,2.25,260,260,0.246249242
2.5,8,2.25,420,100,0.246349538
2.5,4,2.5,100,340,0.246410617
2,12,2.5,340,180,0.246516293
1.5,12,2,100,100,0.246567113
1.75,14,2.25,180,180,0.246717237
2.25,12,2.5,340,180,0.246750557
1.75,12,2.5,100,340,0.246995023
1.5,12,2.5,340,420,0.247071868
2.5,6,2,340,420,0.247125634
2,12,1.75,340,420,0.247213442
2,14,2.5,420,180,0.247224492
2.25,8,2,340,180,0.247637568
1.5,12,2.5,180,340,0.247718719
2.5,10,1.75,420,420,0.247838609
2.25,14,2.5,420,180,0.247897408
2.5,12,1.75,180,420,0.247911074
1.75,6,2.25,180,260,0.247993896
1.5,14,1.75,340,260,0.248072027
2.5,6,2,180,420,0.248125025
2.5,12,2.5,100,260,0.248382078
2.25,4,2.5,260,180,0.248395391
1.75,12,2.5,260,420,0.248449206
1.5,14,2.25,180,340,0.248538123
1.5,10,1.75,260,340,0.248574433
1.75,12,2.25,260,100,0.248735846
2.5,10,2.5,100,100,0.248923961
1.75,10,2,180,180,0.248969288
2.5,14,1.75,180,420,0.249019827
1.5,12,2.5,420,420,0.249062464
2.5,6,2,340,260,0.249156656
1.75,14,1.75,420,340,0.249192649
2.5,12,2,260,180,0.249280126
1.75,6,2,180,100,0.249351083
2,4,2.5,340,340,0.249435047
1.5,12,1.75,100,340,0.249437953
2.5,12,2.5,260,180,0.249456026
1.75,10,1.75,260,340,0.249788595
