error,learn_rate,num_hidden_nodes,weight_range,beta,c
2.634815197,2.145822041,15,2.166804053,492,461
2.647174703,2.962621289,13,1.693863143,496,475
2.648318169,2.916045563,13,1.640990667,462,456
2.651205516,2.551114687,14,2.320352111,469,464
2.651209084,2.522330964,12,2.33734697,495,477
2.65163256,2.551866736,11,2.126715933,491,475
2.65715012,2.635726767,12,1.91431432,473,477
2.658387941,2.974369869,14,1.913479183,489,464
2.666952054,2.957775446,12,1.852348915,469,499
2.674370199,2.892843,13,1.93724915,495,497
2.678225702,2.443436726,14,2.414025324,468,455
2.681470337,2.104345274,11,1.720290946,469,468
2.689908476,2.959179111,11,2.063685128,473,496
2.69875678,2.737214713,10,2.039072324,487,484
2.701878772,2.746008821,10,1.657636561,494,492
2.705765323,2.601853991,10,2.133040767,493,477
2.710254999,2.823017979,12,1.516783435,485,475
2.714478298,2.208146673,12,2.426762359,496,465
2.722646538,2.373101805,12,2.450895247,478,464
2.7227192,2.809760949,13,1.836692547,451,491
2.723776861,2.361082422,11,2.495524633,456,472
2.726407498,2.903902374,13,2.045546144,500,471
2.728958364,2.442473744,13,1.671773973,489,498
2.730185314,2.520905666,13,2.235933745,478,458
2.734777255,2.841609933,14,1.753674888,463,465
2.739269798,2.740216701,14,1.660126163,450,455
2.741299126,2.069128572,15,2.288867929,488,476
2.745672251,2.623345464,11,1.792081922,491,481
2.750571336,2.832603988,14,2.294649506,474,485
2.753569266,2.308462882,13,2.345614605,462,467
2.759939266,2.33904162,14,1.692173873,500,480
2.761568144,2.175639919,10,2.496809177,478,488
2.772351658,2.190181548,11,1.982290341,456,479
2.77867231,2.99796799,11,2.137577322,463,476
2.787915091,2.812701133,15,1.594192963,488,452
2.788486974,2.528401733,15,2.440761964,481,489
2.799018371,2.406254004,12,2.075653823,490,478
2.800437918,2.387828518,13,2.194441007,483,463
2.800884081,2.930419438,12,2.205767591,473,466
2.802495752,2.972021373,12,1.606706567,485,493
2.807273788,2.943238484,15,2.106030826,460,481
2.808725977,2.312176951,11,2.137624606,470,471
2.817434698,2.665588185,12,1.592892665,469,498
2.81777107,2.539018434,13,2.131064942,478,499
2.823867374,2.722837797,11,2.359919336,465,471
2.831292803,2.142760882,15,2.023940646,453,486
2.834876557,2.444203016,14,2.106951298,476,478
2.845203648,2.06685347,11,2.398913804,489,494
2.845911379,2.102350074,12,2.054968296,463,490
2.846214525,2.025088242,12,2.007436339,464,500
2.847184037,2.27288362,14,2.184059919,456,487
2.849648627,2.431929109,12,2.361771427,464,475
2.864164666,2.678770817,13,2.183983525,464,473
2.866509784,2.578358592,10,2.399544125,471,487
2.876788857,2.336885038,11,1.606147831,482,492
2.87827107,2.703956068,14,2.043093512,490,491
2.881167842,2.195138242,11,2.499943779,480,458
2.914378144,2.849957218,10,1.736882154,464,478
2.920495749,2.13631484,14,1.864911818,493,467
2.922919947,2.847386037,10,1.529338436,499,481
2.93044345,2.235537855,10,1.694445995,491,472
2.945020489,2.04836123,15,2.231440143,488,458
2.946970619,2.967226186,14,2.394803368,469,481
2.957302613,2.519880131,12,1.546211561,461,459
2.97679687,2.039226055,11,2.38708681,468,479
2.978923908,2.905526847,15,1.552896537,453,470
2.980257448,2.286911281,11,2.03828932,469,457
2.991758567,2.484562596,13,2.340092563,484,498
3.000800215,2.200642361,11,2.234064374,458,463
3.002672554,2.938623996,15,1.927372045,456,483
3.013203806,2.668416562,14,1.597761615,488,487
3.017048694,2.400347111,12,2.342478777,469,488
3.021005521,2.581321584,14,2.341858966,483,494
3.031333233,2.497960747,11,2.432403019,482,453
3.035012653,2.443010497,15,2.497847431,458,475
3.039624835,2.482244952,12,2.24836814,492,496
3.053324571,2.292262447,10,1.69826699,454,499
3.053730351,2.781551285,10,2.146368968,468,495
3.05653894,2.172442514,13,2.363061911,462,485
3.060416143,2.516813329,15,1.91227583,453,466
3.06863981,2.223856706,15,2.062623814,479,487
3.068899226,2.443460278,11,1.837175377,467,451
3.081725426,2.34652027,13,2.243092294,476,462
3.09694812,2.399142639,15,1.927741933,485,476
3.110675068,2.441260207,13,1.922281581,477,493
3.122247689,2.576615405,12,2.482379939,497,453
3.12294488,2.660229811,14,1.746710494,464,467
3.129511308,2.404710717,11,2.107930864,497,470
3.135553212,2.375675058,12,2.146337465,451,492
3.164276689,2.972147208,13,2.249160029,469,474
3.172773086,2.26431665,12,1.500019138,464,468
3.178248175,2.69292572,12,2.156531951,481,480
3.186863317,2.863428111,13,1.768245424,489,466
3.192844813,2.77169027,13,1.812620043,467,469
3.19753981,2.954119114,11,2.361251896,471,477
3.199801576,2.705158151,13,2.094652052,475,490
3.204249781,2.926984481,14,2.104970859,481,494
3.211666126,2.28628713,13,2.156646843,480,470
3.213324049,2.932337244,11,2.310833925,498,491
3.21728245,2.996319445,14,2.086161337,462,482
3.230584695,2.719492509,13,2.319255224,496,484
3.277952684,2.739492238,12,1.94015163,496,461
3.278124699,2.913494899,15,1.954828568,451,455
3.28159671,2.788282283,11,2.265371577,452,459
3.283025062,2.176436542,15,2.129787916,495,499
3.293762014,2.415289717,15,2.175829649,497,489
3.314882499,2.895531027,13,1.720605048,469,479
3.3297097,2.651707375,11,2.430871273,471,451
3.360195053,2.83380535,10,1.896857415,478,457
3.362768397,2.725280636,13,2.25752521,482,464
3.369542636,2.960018634,12,2.197708797,484,460
3.393665136,2.056230934,15,2.425541654,452,455
3.419468969,2.689810389,13,2.496452782,496,497
3.445678781,2.370115329,11,2.099150102,491,464
3.451349082,2.839733235,13,2.392804165,466,477
3.455575162,2.261429693,14,1.948678098,456,460
3.473423136,2.32223566,15,2.430065512,499,454
3.494339617,2.920088385,15,1.793298868,474,491
3.506935913,2.427361339,14,2.44327253,500,455
3.509566821,2.540096811,14,2.245875646,456,481
3.512072078,2.844627589,13,2.474958005,490,482
3.549624572,2.493690592,15,2.383200887,450,462
3.556203942,2.699817482,13,2.227018751,494,464
3.557022523,2.969251351,12,2.420493891,479,471
3.557941406,2.736683673,11,2.460981755,460,465
3.566268169,2.556784399,14,2.15632792,496,477
3.573067309,2.553424891,13,2.435260003,469,483
3.573198221,2.731147755,13,2.274265453,499,470
3.575603641,2.129831815,13,2.354646713,461,487
3.577845017,2.952378401,14,2.241520456,493,489
3.578391427,2.982681504,11,2.302893672,499,467
3.605518629,2.735334401,15,2.364141353,472,465
3.624640417,2.819201869,12,2.352902436,469,500
3.63408951,2.884454129,10,2.107369061,468,495
3.680457687,2.730536537,12,1.61574115,469,482
3.682920663,2.5630539,15,1.777546643,487,475
3.685312771,2.331417491,13,2.452824176,495,471
3.693613271,2.155196237,11,2.448213411,462,481
3.711136609,2.211191442,13,2.241659152,462,497
3.712988536,2.738726521,13,2.063207959,461,455
3.719526767,2.924381614,14,2.149979485,484,465
3.747199278,2.894142515,12,2.222229346,491,481
3.797171869,2.518913772,15,2.274308767,495,467
3.812842991,2.074861979,14,2.352376561,469,498
3.851324332,2.838884385,13,2.315230482,470,487
3.851619608,2.669859379,14,2.223362526,456,494
3.872130188,2.985982089,15,1.963408321,483,465
3.872611685,2.624964854,13,2.495246362,465,496
3.885956039,2.831870272,12,1.548452918,468,479
3.926657021,2.574915306,14,2.111324224,450,469
3.929736253,2.676552247,14,2.103040983,453,490
3.938599423,2.983475164,15,2.435926567,466,453
3.942977964,2.148904182,14,1.915152903,469,451
3.985992096,2.996235622,14,1.581832164,491,480
3.996766013,2.533626545,12,2.338516776,465,491
3.997398373,2.075822273,15,2.394173596,499,452
4.055583388,2.918338414,15,2.391194811,467,496
4.061152394,2.136878402,13,2.195044527,492,476
4.064190315,2.611222017,15,2.47743663,457,487
4.073096661,2.17914389,14,2.328655111,486,457
4.093021038,2.829641417,15,2.373175637,497,496
4.11052914,2.947844929,14,2.262825092,498,464
4.112927318,2.324570997,12,2.476922796,484,469
4.152168604,2.424414156,14,2.299618878,468,460
4.17578473,2.373535454,14,2.203236237,499,458
4.190690106,2.971661548,12,2.346082986,468,489
4.224645687,2.806405504,13,2.444981105,483,481
4.27439938,2.023330757,14,2.263732935,452,462
4.305066237,2.463473176,12,2.465172614,469,469
4.33733461,2.897942776,15,1.795577027,461,473
4.349363039,2.655497487,14,2.334461784,450,478
4.395332595,2.764251231,13,2.376593958,493,469
4.406348738,2.421021398,13,2.422215962,494,454
4.419890927,2.541803272,14,2.278682916,468,481
4.429497237,2.952402371,12,2.478526423,499,454
4.441914744,2.462564688,12,2.216027541,486,493
4.451286987,2.330342521,13,2.476521868,473,493
4.471748549,2.34694401,15,2.055161486,451,493
4.499494855,2.618790293,11,2.488975738,480,451
4.544020197,2.246983194,10,1.625029887,478,485
4.58713718,2.272322444,13,2.143538287,471,481
4.590073782,2.212898847,13,2.419113589,458,455
4.661372479,2.126921461,11,2.46274185,457,489
4.679722033,2.239646649,10,2.393950052,476,486
4.755853293,2.461849557,13,2.010643205,497,469
4.803425862,2.092134938,15,2.451036268,466,462
4.811184327,2.715944041,14,2.130507016,465,458
4.817396602,2.130009525,12,2.455444777,478,450
4.841553013,2.97586768,14,2.258160833,459,498
4.871773329,2.063259066,13,2.31763671,462,477
4.9188191,2.311631879,15,2.475547274,495,460
4.972220763,2.747799979,14,2.387644236,479,493
4.972970568,2.185849286,14,2.088946777,489,500
5.007939173,2.19061703,13,2.405036238,463,499
5.096289567,2.916754177,12,2.380250893,460,463
5.168365453,2.038626956,13,2.378008501,491,466
5.169679037,2.124067439,15,2.132108945,496,499
5.172712886,2.445721147,10,1.930421706,451,489
5.202162006,2.948343193,12,2.177995819,475,499
5.20464928,2.842301586,13,2.084922229,486,476
5.421827915,2.100493019,11,2.429471189,472,458
5.440619396,2.455022816,15,1.955336483,494,497
5.454297721,2.997872592,14,2.080725077,469,480
5.504233586,2.81613801,14,2.474089471,492,486
5.625321731,2.693710554,15,2.334318781,456,499
5.646584003,2.241349124,14,2.42170513,455,451
5.825383488,2.008301016,15,2.174605854,486,477
5.905500306,2.41682779,14,2.115551271,489,453
6.003093919,2.371121043,13,2.480955924,465,468
6.003328018,2.492736152,15,2.481229081,458,458
6.066749717,2.428986018,10,2.358982785,490,477
6.113943786,2.576314911,13,2.357273333,466,465
6.142620413,2.951692229,12,2.305789662,469,476
6.264293256,2.765509518,15,2.310661901,470,468
6.273465457,2.139271568,14,2.310326126,451,465
6.291647027,2.106664382,11,2.141973887,484,486
6.292371358,2.797598546,14,2.46754456,456,464
6.645886255,2.390027371,14,2.479611159,485,480
6.925058097,2.541587558,15,2.478409355,472,463
6.970910862,2.190674563,12,2.434572129,493,490
7.305677703,2.610568851,13,2.497508412,468,464
7.48427557,2.012644703,11,2.354777622,486,494
