,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
86,3.746173902,"[2.551826687219382, 18, 2.3680794030308308, 459, 463]"
214,3.815649842,"[1.9923813131972161, 17, 2.6006758970989985, 537, 492]"
67,3.819740885,"[1.1401317889749023, 11, 2.3618043795803088, 478, 458]"
427,3.828627211,"[1.1354342733493392, 13, 2.5794126895021012, 512, 538]"
327,3.830505353,"[1.965111725042682, 16, 2.8207180097893323, 526, 539]"
161,3.844101336,"[2.191111432143348, 19, 2.686588836728018, 462, 495]"
202,3.866531112,"[1.052058227282954, 15, 2.1908742280721403, 492, 513]"
61,3.873885665,"[2.344047316640401, 19, 1.989676562494101, 516, 528]"
457,3.896241035,"[2.9644514875477723, 19, 1.237881073763151, 549, 510]"
78,3.948476575,"[1.1014186006372133, 14, 1.0031067237926705, 472, 474]"
42,3.983068632,"[1.3180248748699128, 14, 2.468339682255867, 482, 507]"
385,3.983246162,"[1.4115988977584637, 17, 2.6181943346363767, 513, 488]"
382,3.998441684,"[2.927479399406095, 18, 1.8695957388960065, 486, 528]"
92,4.007272988,"[1.0309547853424499, 19, 1.1451470478908647, 511, 538]"
324,4.011515973,"[1.2149075759843133, 17, 2.6417157961744255, 528, 524]"
322,4.029889147,"[2.6356992513041506, 13, 2.010612351493487, 465, 518]"
7,4.054987972,"[1.0728032320762755, 15, 1.9277904971368747, 486, 490]"
359,4.080374628,"[1.0737410123059845, 18, 2.11619996293384, 477, 500]"
0,4.085693061,"[2.949745355245902, 14, 2.666076011905781, 476, 489]"
291,4.089727275,"[1.502512441522951, 10, 1.521530982615256, 527, 520]"
24,4.106034521,"[2.7562703974791534, 19, 2.372313444202402, 494, 489]"
127,4.115308239,"[1.4943200605707827, 15, 2.78498892338353, 536, 534]"
433,4.122711985,"[2.306826891083898, 17, 2.7342284307522458, 506, 454]"
18,4.135925062,"[1.3004563061685332, 10, 1.3116022303498351, 541, 549]"
307,4.140255696,"[1.2460988195746208, 14, 1.2020732282641389, 485, 483]"
418,4.147469304,"[1.4902983696948504, 15, 2.4424316231362377, 532, 454]"
187,4.149504778,"[1.1367351558171246, 17, 2.3405656846391247, 485, 458]"
210,4.178774618,"[1.0554501457016399, 20, 2.0306420754031267, 523, 494]"
234,4.203021158,"[2.1359428839462797, 14, 2.46464781121486, 467, 483]"
57,4.241260806,"[1.2929234258848863, 18, 1.0394897183329932, 467, 514]"
331,4.259289329,"[1.475721826222948, 10, 2.8684714463357057, 501, 451]"
488,4.267328236,"[2.192388407984254, 12, 2.9084551994929315, 540, 507]"
393,4.292741871,"[1.8182805728004685, 12, 1.8017081425549129, 549, 478]"
458,4.345127484,"[1.6246010081153464, 19, 2.940553657547115, 540, 488]"
183,4.350246328,"[2.700971688832949, 20, 2.247227938434574, 484, 480]"
476,4.351057201,"[2.843066177376931, 19, 1.9055460106889088, 467, 450]"
248,4.351975475,"[2.8749825511642957, 20, 1.9591468808343813, 464, 478]"
68,4.377819486,"[1.7393344439277243, 20, 2.836348119928041, 507, 540]"
429,4.399451251,"[1.1436673566112583, 20, 2.908982702621287, 520, 500]"
85,4.412282528,"[2.485614034784012, 18, 2.4107088872766798, 473, 468]"
280,4.440010248,"[1.665459986089231, 13, 2.2984108545191657, 531, 535]"
94,4.474514671,"[1.6250037787058922, 15, 2.4388544042813067, 506, 462]"
460,4.479356915,"[2.6561210537037008, 10, 2.208473440656558, 490, 480]"
426,4.498254832,"[1.7609010767463193, 18, 2.1744814118656812, 471, 482]"
239,4.568537213,"[1.4962164923259422, 11, 2.424977014561823, 457, 532]"
361,4.623185967,"[1.8206132468108072, 19, 2.936720723191532, 458, 548]"
69,4.652280591,"[2.4938170122880763, 18, 2.734401083904922, 494, 523]"
36,4.673064319,"[2.426354285446073, 19, 2.385612205838767, 526, 542]"
184,4.697520062,"[1.5867617487715804, 15, 2.730899552989231, 498, 539]"
318,4.728535529,"[1.2835983731050968, 14, 2.726010275805275, 543, 542]"
21,4.749892512,"[2.579803804401223, 17, 2.459458862397975, 515, 529]"
74,4.767559245,"[1.2474870444552435, 15, 1.645324503178145, 542, 505]"
82,4.798082314,"[1.7757995616990008, 17, 2.8124798625791803, 458, 504]"
95,4.81676444,"[2.1543162696946228, 13, 2.8393621922882204, 460, 515]"
233,4.822570762,"[2.7540291320468575, 12, 2.780155845405483, 504, 523]"
315,4.823383902,"[1.033768907004986, 11, 2.5148881499280398, 477, 510]"
313,4.858520907,"[1.1287173759015259, 18, 1.8476635620068416, 491, 455]"
105,4.885371616,"[1.5182062926818314, 12, 2.227550500376135, 550, 539]"
262,4.888171322,"[2.0532085697502493, 15, 2.545631955020125, 543, 544]"
207,4.925678258,"[2.299207179943806, 11, 2.4103206268463984, 517, 463]"
155,4.936890475,"[1.4074703502207857, 10, 2.5747165909620175, 526, 460]"
180,4.939065781,"[1.14225583441421, 13, 1.9036756466093687, 540, 488]"
128,4.976879007,"[2.752731603314462, 18, 2.660817548592174, 511, 548]"
31,4.977096203,"[1.9101144762567128, 18, 2.9132663573981383, 529, 476]"
474,4.982883106,"[2.7577221986405007, 18, 2.666789616060867, 452, 484]"
76,4.983964814,"[1.819975180533221, 19, 2.8810825958556725, 462, 543]"
124,4.984785502,"[2.529884141018944, 14, 2.668299534913557, 486, 475]"
171,5.045843997,"[2.652230648154246, 19, 2.4170348501150243, 493, 488]"
390,5.054395494,"[1.9072652032780277, 19, 2.970501210449716, 545, 462]"
388,5.161133938,"[1.4940153579645554, 17, 2.3551287373403422, 539, 470]"
35,5.196781778,"[1.5293837124819496, 12, 2.433409445080926, 454, 550]"
158,5.257402672,"[1.0610128179168847, 17, 2.7701612974616934, 479, 497]"
226,5.280200352,"[2.3384688045002218, 17, 2.8324139352887547, 488, 524]"
472,5.44789451,"[1.7614060977823083, 18, 2.191187101200497, 532, 497]"
196,5.495731287,"[1.0416473456542268, 12, 1.0387592448508236, 452, 482]"
305,5.506856029,"[1.696419494497821, 11, 2.418435867875973, 503, 483]"
237,5.589555451,"[1.9832031222442539, 20, 2.8591993619341105, 526, 488]"
384,5.591578555,"[1.7871448776246452, 18, 2.4328318591766456, 471, 469]"
56,5.605875686,"[1.610435277952468, 16, 2.4903078349452983, 511, 468]"
176,5.642661628,"[1.8683347825830137, 10, 2.9836168943753583, 496, 502]"
399,5.675599778,"[1.5185832147217737, 15, 2.23495035555361, 481, 484]"
64,5.675904823,"[1.2649504004621859, 14, 2.3816548839923843, 526, 472]"
266,5.676108024,"[1.3111293423216903, 10, 2.823022104517022, 512, 524]"
381,5.742435487,"[2.1302874152762765, 19, 2.2892335401932447, 464, 459]"
270,5.827524361,"[1.1660266076511705, 13, 2.6583589111579844, 511, 531]"
408,5.842502035,"[1.0814232516407696, 20, 2.349511313476234, 523, 508]"
51,5.971852287,"[1.137745308721724, 15, 2.782433808263987, 538, 514]"
456,5.973092498,"[1.5811037979169225, 17, 2.7661557371851915, 454, 507]"
255,5.973562977,"[2.9939283059238733, 19, 2.288283209164481, 485, 475]"
295,5.974844741,"[2.590485086441869, 19, 2.800272674817095, 492, 509]"
269,5.977946481,"[1.3064788901289714, 18, 2.339597050582362, 484, 469]"
177,5.990260664,"[2.269029762867256, 18, 2.7003941498283117, 515, 539]"
29,5.991851516,"[1.0530975631668817, 18, 2.4339184996319903, 535, 489]"
261,6.034601569,"[2.730788911280415, 20, 1.8780721586921345, 495, 491]"
341,6.040464351,"[2.6881200920507577, 15, 2.693995888081245, 510, 525]"
58,6.173504254,"[1.2659534119950313, 14, 2.4216349466225724, 479, 451]"
60,6.201642767,"[2.5390588825593237, 16, 2.927196042833507, 480, 497]"
122,6.218243759,"[2.9151439761410005, 18, 2.8303647784656505, 525, 474]"
347,6.309356027,"[1.023112488173408, 12, 2.4020535212578227, 478, 530]"
365,6.337382259,"[2.9728429043654363, 18, 2.10913535664174, 531, 451]"
217,6.360813401,"[2.6718140935922876, 14, 2.6032051834844827, 504, 460]"
8,6.373103297,"[2.202369113371359, 18, 2.537106656563771, 467, 534]"
392,6.375496494,"[2.371680287101844, 20, 2.7019202394310726, 464, 525]"
118,6.453688412,"[2.4609308505249836, 13, 2.8037782267004836, 494, 470]"
167,6.547791468,"[1.160647918531386, 15, 2.555690522508031, 525, 513]"
218,6.632783649,"[2.5963885359667254, 20, 2.3814968626457067, 508, 524]"
224,6.726225039,"[2.8470138946330334, 19, 2.4463675060678733, 472, 475]"
395,6.819707723,"[1.9531472268602972, 12, 2.6169935045982218, 549, 536]"
116,6.913640162,"[1.9665631475354923, 20, 2.759760890203956, 476, 519]"
314,7.065038138,"[1.450738454608032, 13, 2.987348627340377, 526, 547]"
271,7.103315791,"[2.186532419552261, 18, 2.696035298589229, 507, 516]"
227,7.142772151,"[2.5908257604448286, 15, 2.9688239959346516, 482, 539]"
41,7.195436706,"[1.9869066236159947, 19, 2.249089823468874, 541, 547]"
268,7.270253593,"[1.0127130248786027, 12, 2.8537469285236265, 476, 509]"
294,7.294501118,"[2.865396007501854, 12, 2.951053658756181, 452, 501]"
475,7.358361571,"[2.0240792125694513, 18, 2.3145692039636527, 516, 500]"
151,7.394146501,"[1.4152208241423287, 16, 2.9212719447057305, 488, 490]"
252,7.537124103,"[2.021032487401323, 18, 2.878543882891976, 498, 525]"
462,7.547165402,"[2.5152223824983517, 17, 2.739489829655204, 507, 488]"
391,7.612522907,"[2.199457937607933, 11, 2.7037141270350666, 473, 527]"
137,7.667245325,"[1.1794391699342839, 20, 2.917422718906421, 464, 500]"
73,7.716493213,"[1.2112037929000088, 18, 2.964392977481424, 452, 462]"
170,7.739032804,"[1.8002870747071427, 19, 2.982014351418306, 450, 476]"
490,7.841758471,"[2.680813149194907, 20, 2.8023794947276883, 532, 463]"
481,7.848562864,"[1.2399838348145844, 12, 2.425571905022944, 469, 515]"
360,7.912672936,"[2.56599934750956, 16, 2.8484472882861818, 532, 531]"
48,7.977746448,"[2.946450896747918, 17, 2.762380617631863, 469, 543]"
159,8.10447415,"[1.762457119848484, 16, 1.7475756649883905, 496, 505]"
348,8.11131054,"[2.9511338737166017, 16, 2.6305495140949517, 451, 522]"
148,8.351471571,"[2.401909240403244, 17, 2.8241696433783305, 512, 526]"
19,8.400518952,"[2.74633690707582, 19, 2.2207019169998024, 466, 519]"
471,8.41059779,"[1.7738124975464893, 14, 2.676968930770152, 499, 514]"
200,8.44713047,"[1.0309371083197327, 14, 2.2070108724045507, 492, 519]"
140,8.476440875,"[2.5997833455006862, 19, 2.5994616030480833, 477, 462]"
129,8.54278181,"[2.476477343566101, 16, 2.894373516523567, 481, 462]"
406,8.578980091,"[2.757428773120332, 20, 2.6859006597759025, 515, 519]"
265,9.001072907,"[2.9317060550555047, 17, 2.7611775461892343, 525, 521]"
153,9.012669525,"[1.387302459123886, 19, 2.0527438441897883, 508, 487]"
114,9.3055081,"[1.690851028176283, 11, 2.7177319796696136, 477, 550]"
286,9.416784901,"[1.0358248010253932, 20, 2.6334988042861434, 523, 473]"
195,9.675612089,"[1.0627798700339122, 14, 2.4039082254651762, 535, 483]"
205,9.702784269,"[2.4620640348866205, 12, 2.7238852161619196, 478, 498]"
317,9.985943862,"[2.2314802047746367, 16, 2.9538545025821605, 530, 504]"
493,10.03895994,"[2.5725852671365446, 20, 2.5189191370438415, 537, 539]"
400,10.79175831,"[1.2877971986934966, 16, 2.9598253992558616, 515, 456]"
326,11.80080272,"[1.4519123749350715, 11, 2.521147620544228, 457, 513]"
66,16.17070575,"[1.022328975673291, 16, 2.9638534637199347, 517, 478]"
