,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
359,3.557022523,"[2.9692513506354996, 12, 2.4204938905257327, 479, 471]"
380,3.557941406,"[2.736683673239183, 11, 2.4609817545902426, 460, 465]"
772,3.566268169,"[2.556784399426606, 14, 2.156327920191055, 496, 477]"
255,3.573067309,"[2.5534248912202266, 13, 2.4352600030826212, 469, 483]"
697,3.573198221,"[2.7311477545076466, 13, 2.274265453042141, 499, 470]"
242,3.575603641,"[2.1298318150425186, 13, 2.3546467134869884, 461, 487]"
51,3.577845017,"[2.9523784005380573, 14, 2.2415204562140545, 493, 489]"
420,3.578391427,"[2.9826815043715795, 11, 2.3028936719385755, 499, 467]"
798,3.605518629,"[2.7353344010983625, 15, 2.364141353184702, 472, 465]"
370,3.624640417,"[2.819201869107026, 12, 2.3529024360800266, 469, 500]"
23,3.63408951,"[2.8844541291754098, 10, 2.1073690612446643, 468, 495]"
773,3.680457687,"[2.730536537337434, 12, 1.6157411500766936, 469, 482]"
287,3.682920663,"[2.5630539001165076, 15, 1.7775466432099063, 487, 475]"
443,3.685312771,"[2.3314174914181485, 13, 2.4528241758702034, 495, 471]"
404,3.693613271,"[2.155196237092713, 11, 2.4482134113772656, 462, 481]"
609,3.711136609,"[2.211191442492585, 13, 2.241659151984338, 462, 497]"
2,3.712988536,"[2.7387265209294474, 13, 2.0632079594533232, 461, 455]"
559,3.719526767,"[2.9243816138660588, 14, 2.149979485495468, 484, 465]"
236,3.747199278,"[2.8941425150932827, 12, 2.222229345959387, 491, 481]"
708,3.797171869,"[2.518913772260256, 15, 2.2743087672458597, 495, 467]"
680,3.812842991,"[2.074861979288528, 14, 2.3523765612359715, 469, 498]"
799,3.851324332,"[2.838884384931526, 13, 2.3152304821993726, 470, 487]"
43,3.851619608,"[2.6698593788146274, 14, 2.2233625264506793, 456, 494]"
172,3.872130188,"[2.9859820887459056, 15, 1.9634083214457, 483, 465]"
508,3.872611685,"[2.6249648542692103, 13, 2.495246362497386, 465, 496]"
784,3.885956039,"[2.8318702715796795, 12, 1.548452918316673, 468, 479]"
736,3.926657021,"[2.574915305751466, 14, 2.1113242235861094, 450, 469]"
539,3.929736253,"[2.6765522465579874, 14, 2.1030409831834707, 453, 490]"
715,3.938599423,"[2.9834751635893215, 15, 2.435926566978293, 466, 453]"
533,3.942977964,"[2.148904182110164, 14, 1.9151529031306767, 469, 451]"
350,3.985992096,"[2.996235621606627, 14, 1.5818321639134054, 491, 480]"
234,3.996766013,"[2.5336265447489916, 12, 2.338516775997474, 465, 491]"
220,3.997398373,"[2.075822272549297, 15, 2.3941735962313166, 499, 452]"
436,4.055583388,"[2.918338414307196, 15, 2.391194810788477, 467, 496]"
375,4.061152394,"[2.1368784020524525, 13, 2.195044526968027, 492, 476]"
720,4.064190315,"[2.61122201740855, 15, 2.4774366301625426, 457, 487]"
378,4.073096661,"[2.1791438902645024, 14, 2.3286551106844686, 486, 457]"
452,4.093021038,"[2.829641416725444, 15, 2.373175636750145, 497, 496]"
168,4.11052914,"[2.947844928896216, 14, 2.262825092326336, 498, 464]"
24,4.112927318,"[2.3245709965283714, 12, 2.4769227958764923, 484, 469]"
81,4.152168604,"[2.4244141555804637, 14, 2.2996188780801, 468, 460]"
789,4.17578473,"[2.373535454156598, 14, 2.2032362367279723, 499, 458]"
473,4.190690106,"[2.971661547907243, 12, 2.346082986016086, 468, 489]"
156,4.224645687,"[2.80640550432577, 13, 2.4449811046725394, 483, 481]"
538,4.27439938,"[2.0233307567848544, 14, 2.2637329349427313, 452, 462]"
686,4.305066237,"[2.463473176096123, 12, 2.4651726141511485, 469, 469]"
785,4.33733461,"[2.8979427760482794, 15, 1.795577026777073, 461, 473]"
338,4.349363039,"[2.6554974869973336, 14, 2.3344617837855264, 450, 478]"
654,4.395332595,"[2.764251231455431, 13, 2.3765939582001416, 493, 469]"
704,4.406348738,"[2.421021397557406, 13, 2.4222159620762196, 494, 454]"
731,4.419890927,"[2.5418032715549574, 14, 2.27868291628547, 468, 481]"
490,4.429497237,"[2.952402371267813, 12, 2.4785264229521076, 499, 454]"
402,4.441914744,"[2.4625646882545533, 12, 2.2160275411903503, 486, 493]"
627,4.451286987,"[2.3303425205521506, 13, 2.4765218682361323, 473, 493]"
329,4.471748549,"[2.3469440101136163, 15, 2.0551614856408196, 451, 493]"
632,4.499494855,"[2.618790292641286, 11, 2.4889757382375954, 480, 451]"
198,4.544020197,"[2.246983194135014, 10, 1.625029887491642, 478, 485]"
487,4.58713718,"[2.2723224442808534, 13, 2.1435382874907605, 471, 481]"
148,4.590073782,"[2.2128988474488396, 13, 2.4191135889965523, 458, 455]"
126,4.661372479,"[2.1269214611559533, 11, 2.462741850469917, 457, 489]"
154,4.679722033,"[2.2396466489093094, 10, 2.3939500524189685, 476, 486]"
363,4.755853293,"[2.4618495568609706, 13, 2.0106432048087335, 497, 469]"
650,4.803425862,"[2.092134937914545, 15, 2.4510362680017073, 466, 462]"
376,4.811184327,"[2.715944040788644, 14, 2.130507016403853, 465, 458]"
88,4.817396602,"[2.1300095254157636, 12, 2.4554447774449613, 478, 450]"
28,4.841553013,"[2.9758676798973624, 14, 2.258160833071355, 459, 498]"
250,4.871773329,"[2.0632590663270722, 13, 2.3176367098022634, 462, 477]"
7,4.9188191,"[2.31163187895579, 15, 2.4755472737326496, 495, 460]"
768,4.972220763,"[2.747799979234699, 14, 2.387644236299531, 479, 493]"
79,4.972970568,"[2.185849285941493, 14, 2.088946776963206, 489, 500]"
434,5.007939173,"[2.1906170300129046, 13, 2.405036238025488, 463, 499]"
22,5.096289567,"[2.9167541766254037, 12, 2.3802508929439012, 460, 463]"
418,5.168365453,"[2.0386269563480726, 13, 2.378008501100102, 491, 466]"
351,5.169679037,"[2.124067438938917, 15, 2.132108944970483, 496, 499]"
550,5.172712886,"[2.4457211474005804, 10, 1.930421706171105, 451, 489]"
423,5.202162006,"[2.948343193388038, 12, 2.177995819011662, 475, 499]"
761,5.20464928,"[2.842301585717122, 13, 2.084922228684833, 486, 476]"
162,5.421827915,"[2.1004930189862705, 11, 2.4294711887599356, 472, 458]"
214,5.440619396,"[2.455022816149302, 15, 1.955336482729559, 494, 497]"
778,5.454297721,"[2.9978725915110096, 14, 2.080725077489904, 469, 480]"
475,5.504233586,"[2.816138009698645, 14, 2.4740894709282033, 492, 486]"
337,5.625321731,"[2.6937105544432516, 15, 2.334318781494967, 456, 499]"
1,5.646584003,"[2.2413491239610996, 14, 2.4217051297525543, 455, 451]"
695,5.825383488,"[2.0083010157963646, 15, 2.174605853589524, 486, 477]"
471,5.905500306,"[2.4168277899455735, 14, 2.1155512707538198, 489, 453]"
777,6.003093919,"[2.371121042725333, 13, 2.4809559239171106, 465, 468]"
524,6.003328018,"[2.492736152181715, 15, 2.481229080543832, 458, 458]"
40,6.066749717,"[2.428986018278037, 10, 2.3589827845526865, 490, 477]"
497,6.113943786,"[2.5763149109320382, 13, 2.357273332827078, 466, 465]"
391,6.142620413,"[2.9516922292725294, 12, 2.305789662448604, 469, 476]"
541,6.264293256,"[2.7655095180703815, 15, 2.3106619008476437, 470, 468]"
263,6.273465457,"[2.139271567598975, 14, 2.310326125922928, 451, 465]"
270,6.291647027,"[2.1066643824368647, 11, 2.141973887276734, 484, 486]"
793,6.292371358,"[2.797598546232998, 14, 2.46754456024147, 456, 464]"
5,6.645886255,"[2.390027370656862, 14, 2.479611159019453, 485, 480]"
484,6.925058097,"[2.5415875581324587, 15, 2.478409354801323, 472, 463]"
513,6.970910862,"[2.190674562964808, 12, 2.4345721292904035, 493, 490]"
619,7.305677703,"[2.610568851404408, 13, 2.497508412426905, 468, 464]"
331,7.48427557,"[2.0126447030320973, 11, 2.3547776224501793, 486, 494]"
